,Unnamed: 0,Unnamed: 0.1,askPrice,baseLastPrice,baseSymbol,bidPrice,daysToExpiration,expirationDate,exportedAt,lastPrice,midpoint,openInterest,strikePrice,symbolType,tradeTime,volatility,volume,volumeOpenInterestRatio,priceDiff,priceDiffPerc,inTheMoney,nrOptions,strikePriceCum,nrCalls,meanStrikeCall,volumeCall,openInterestCall,nrPuts,meanStrikePut,volumePut,openInterestPut,volumeCumSum,openInterestCumSum,nrHigherOptions,higherStrikePriceCum,meanStrikeCallPerc,meanStrikePutPerc,midpointPerc,meanHigherStrike
203,95.0,,7.4,178.19,BA,7.25,8,2020-07-02,2020-06-24,7.4,7.33,339.0,180.0,Call,14:44 ET,79.03,1047.0,3.09,1.8100000000000023,1.0101576968404513,0,1,180.0,8.0,193.4375,18805.0,11073.0,10.0,169.0,17358.0,8188.0,18805.0,11073.0,8,1547.5,1.0855687749031933,0.9484258375890903,0.04113586621022504,193.4375
204,10.0,,6.35,178.19,BA,6.2,8,2020-07-02,2020-06-24,6.23,6.28,171.0,182.5,Call,14:41 ET,77.78,651.0,3.81,4.310000000000002,1.0241876648521242,0,1,182.5,8.0,193.4375,18805.0,11073.0,10.0,169.0,17358.0,8188.0,17758.0,10734.0,7,1367.5,1.0855687749031933,0.9484258375890903,0.03524327964532241,195.35714285714286
205,2.0,,5.45,178.19,BA,5.3,8,2020-07-02,2020-06-24,5.5,5.38,655.0,185.0,Call,14:47 ET,79.7,3290.0,5.02,6.810000000000002,1.038217632863797,0,1,185.0,8.0,193.4375,18805.0,11073.0,10.0,169.0,17358.0,8188.0,17107.0,10563.0,6,1185.0,1.0855687749031933,0.9484258375890903,0.030192491161120154,197.5
206,94.0,,4.65,178.19,BA,4.55,8,2020-07-02,2020-06-24,4.9,4.6,463.0,187.5,Call,14:31 ET,81.98,736.0,1.59,9.310000000000002,1.05224760087547,0,1,187.5,8.0,193.4375,18805.0,11073.0,10.0,169.0,17358.0,8188.0,13817.0,9908.0,5,1000.0,1.0855687749031933,0.9484258375890903,0.025815141141478197,200.0
207,87.0,,2.48,178.19,BA,2.41,8,2020-07-02,2020-06-24,2.54,2.45,296.0,197.5,Call,14:33 ET,82.81,1190.0,4.02,19.310000000000002,1.1083674729221618,0,1,197.5,8.0,193.4375,18805.0,11073.0,10.0,169.0,17358.0,8188.0,13081.0,9445.0,4,812.5,1.0855687749031933,0.9484258375890903,0.013749368651439477,203.125
208,61.0,,2.09,178.19,BA,2.04,8,2020-07-02,2020-06-24,2.06,2.07,6299.0,200.0,Call,15:01 ET,84.85,8016.0,1.27,21.810000000000002,1.1223974409338346,0,1,200.0,8.0,193.4375,18805.0,11073.0,10.0,169.0,17358.0,8188.0,11891.0,9149.0,3,615.0,1.0855687749031933,0.9484258375890903,0.011616813513665189,205.0
209,91.0,,1.57,178.19,BA,1.52,8,2020-07-02,2020-06-24,1.57,1.55,961.0,205.0,Call,15:01 ET,87.47,1413.0,1.47,26.810000000000002,1.1504573769571806,0,1,205.0,8.0,193.4375,18805.0,11073.0,10.0,169.0,17358.0,8188.0,3875.0,2850.0,2,415.0,1.0855687749031933,0.9484258375890903,0.00869858016723722,207.5
210,26.0,,1.19,178.19,BA,1.16,8,2020-07-02,2020-06-24,1.15,1.17,1889.0,210.0,Call,14:59 ET,88.92,2462.0,1.3,31.810000000000002,1.1785173129805264,0,1,210.0,8.0,193.4375,18805.0,11073.0,10.0,169.0,17358.0,8188.0,2462.0,1889.0,1,210.0,1.0855687749031933,0.9484258375890903,0.006566025029462933,210.0
211,62.0,,3.55,178.19,BA,3.3,23,2020-07-17,2020-06-24,3.4,3.43,1456.0,215.0,Call,15:00 ET,79.51,2005.0,1.38,36.81,1.2065772490038722,0,1,215.0,2.0,220.0,4314.0,3151.0,0.0,,0.0,,4314.0,3151.0,2,440.0,1.2346371850272182,,0.019249116112015265,220.0
212,86.0,,2.55,178.19,BA,2.39,23,2020-07-17,2020-06-24,2.48,2.47,1695.0,225.0,Call,15:00 ET,82.13,2309.0,1.36,46.81,1.262697121050564,0,1,225.0,2.0,220.0,4314.0,3151.0,0.0,,0.0,,2309.0,1695.0,1,225.0,1.2346371850272182,,0.01386160839553286,225.0
233,69.0,,4.25,225.95,BABA,4.1,8,2020-07-02,2020-06-24,4.12,4.18,481.0,227.5,Call,15:02 ET,35.5,716.0,1.49,1.5500000000000114,1.0068599247621155,0,1,227.5,4.0,231.25,18982.0,7950.0,2.0,222.5,1613.0,1016.0,18982.0,7950.0,4,925.0,1.0234565169285241,0.9847311352069043,0.01849966806815667,231.25
