,ticker,company,callOptionVolume,avgOptionVolume,increaseRelative2Avg,avgStockVolume,indicators,dataDate,exportedAt,expirationDate,baseSymbol,daysToExpiration,minPrice,maxPrice,finalPrice,firstPrice,minPriceDate,maxPriceDate,finalPriceDate,firstPriceDate
0,CMO,CAPSTEAD MTG CO/SH,20023.0,136.0,14622.8,1100000.0,Earnings AnnouncementHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,CMO,21,5.869999885559082,6.46999979019165,6.190000057220459,6.159999847412109,2020-07-30,2020-07-31,2020-08-19,2020-07-30
1,PRPL,Purple Innovation,19270.0,3441.0,460.0,677453.0,Analyst Report,2020-07-30,2020-07-30,2020-08-20,PRPL,21,20.40999984741211,27.75,21.209999084472656,23.549999237060547,2020-08-18,2020-08-04,2020-08-19,2020-07-30
2,UPS,United Parcel Service,99393.0,19114.0,420.0,4930000.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,UPS,21,135.14999389648438,162.6999969482422,160.33999633789062,141.4600067138672,2020-07-30,2020-08-10,2020-08-19,2020-07-30
3,QCOM,QUALCOMM,179837.0,42818.0,320.0,10720000.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,QCOM,21,100.69999694824219,116.25,110.66000366210938,107.19000244140625,2020-07-30,2020-08-12,2020-08-20,2020-07-30
4,USFD,US Foods,10234.0,2624.0,290.0,3770000.0,Upcoming Earnings,2020-07-30,2020-07-30,2020-08-20,USFD,21,19.415000915527344,25.040000915527344,23.270000457763672,20.270000457763672,2020-08-03,2020-08-11,2020-08-20,2020-07-30
5,EVFM,Evofem Biosciences,2449.0,742.0,230.1,1630000.0,Upcoming EarningsAnalyst UpgradeHigh Trading VolumeHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,EVFM,21,2.799999952316284,3.5399999618530273,3.2100000381469727,3.0399999618530273,2020-08-07,2020-08-19,2020-08-20,2020-07-30
6,QRVO,Qorvo,5427.0,1938.0,180.0,1830000.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,QRVO,21,121.11000061035156,136.05799865722656,130.72000122070312,128.6699981689453,2020-07-30,2020-08-06,2020-08-20,2020-07-30
7,EQR,Equity Residential,2378.0,951.0,150.1,2590000.0,Earnings AnnouncementAnalyst ReportAnalyst RevisionHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,EQR,21,51.689998626708984,56.279998779296875,55.25,53.95000076293945,2020-08-04,2020-08-11,2020-08-20,2020-07-30
8,PYPL,Paypal,118864.0,47545.0,150.0,9050000.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,PYPL,21,186.52000427246094,204.22999572753906,198.17999267578125,192.50999450683594,2020-08-11,2020-08-05,2020-08-20,2020-07-30
9,SH,ProShares Short S&P500,18067.0,7855.0,130.0,17390000.0,Heavy News Reporting,2020-07-30,2020-07-30,2020-08-20,SH,21,20.260000228881836,21.540000915527344,20.399999618530273,21.25,2020-08-19,2020-07-30,2020-08-19,2020-07-30
10,TRUE,TrueCar,6831.0,200.0,3315.5,1160000.0,Upcoming EarningsHigh Trading VolumeHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,TRUE,21,3.200000047683716,6.46999979019165,4.949999809265137,3.880000114440918,2020-07-30,2020-08-10,2020-08-20,2020-07-30
11,USX,US Xpress Enterprises,2776.0,84.0,3204.8,310126.0,Earnings AnnouncementAnalyst UpgradeHigh Trading VolumeHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,USX,21,8.84000015258789,11.34000015258789,10.65999984741211,9.829999923706055,2020-07-30,2020-08-17,2020-08-19,2020-07-30
12,ARR,ARMOUR Residential REIT,10421.0,635.0,1541.1,1430000.0,Heavy News Reporting,2020-07-30,2020-07-30,2020-08-20,ARR,21,9.1899995803833,10.1899995803833,9.609999656677246,9.380000114440918,2020-07-31,2020-08-11,2020-08-20,2020-07-30
13,GPI,Group 1 Automotive,3223.0,222.0,1351.8,314844.0,Heavy News Reporting,2020-07-30,2020-07-30,2020-08-20,GPI,21,80.66000366210938,98.44000244140625,93.58000183105469,89.87000274658203,2020-07-31,2020-08-18,2020-08-20,2020-07-30
14,SPB,Spectrum Brands,2285.0,87.0,2526.4,492455.0,Upcoming EarningsDividend AnnouncementHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,SPB,21,51.119998931884766,61.25,57.86000061035156,52.880001068115234,2020-07-30,2020-08-11,2020-08-19,2020-07-30
15,ADVM,Adverum Biotechnologies,7089.0,558.0,1170.4,1390000.0,Analyst UpgradeHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,ADVM,21,11.75,19.25,13.010000228881836,17.65999984741211,2020-08-13,2020-08-07,2020-08-19,2020-07-30
16,CYTK,Cytokinetics,3617.0,376.0,862.0,926393.0,Upcoming EarningsAnalyst Revision,2020-07-30,2020-07-30,2020-08-20,CYTK,21,21.0,24.170000076293945,23.329999923706055,22.670000076293945,2020-08-07,2020-08-19,2020-08-19,2020-07-30
17,BEAT,BioTelemetry,2666.0,302.0,782.8,333614.0,High Trading VolumeHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,BEAT,21,40.72010040283203,46.119998931884766,41.91999816894531,45.310001373291016,2020-07-31,2020-07-31,2020-08-20,2020-07-30
18,CNSL,Consolidated Communications,2123.0,111.0,1812.6,685060.0,Heavy News Reporting,2020-07-30,2020-07-30,2020-08-20,CNSL,21,6.110000133514404,8.8100004196167,8.029999732971191,7.409999847412109,2020-07-30,2020-08-11,2020-08-19,2020-07-30
19,RFP,Resolute Forest Products,2222.0,120.0,1751.7,370083.0,High Trading VolumeHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,RFP,21,2.859999895095825,4.710000038146973,4.449999809265137,3.509999990463257,2020-08-12,2020-08-20,2020-08-20,2020-07-30
20,RDHL,REDHILL BIOPHAR/S,3268.0,323.0,911.8,349807.0,Analyst DowngradeHigh Trading VolumeHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,RDHL,21,6.809999942779541,10.170000076293945,8.229999542236328,7.550000190734863,2020-07-30,2020-08-10,2020-08-20,2020-07-30
21,SSNC,SS&C Technologies,6055.0,630.0,861.1,1930000.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,SSNC,21,56.29999923706055,63.459999084472656,62.72999954223633,57.650001525878906,2020-07-31,2020-08-18,2020-08-20,2020-07-30
22,LILAK,Liberty Latin America,4399.0,150.0,2832.7,998093.0,Upcoming EarningsHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,LILAK,21,8.28625202178955,10.15065860748291,8.700565338134766,9.39736270904541,2020-08-07,2020-08-04,2020-08-19,2020-07-30
23,LOCO,El Pollo LoCo,3218.0,279.0,1053.4,380626.0,Analyst UpgradeHeavy News Reporting,2020-07-30,2020-07-30,2020-08-20,LOCO,21,16.600000381469727,19.899999618530273,16.809999465942383,17.200000762939453,2020-07-30,2020-08-03,2020-08-19,2020-07-30
24,GSK,GlaxoSmithKline,9937.0,4516.0,120.0,3050000.0,Dividend Increase,2020-07-31,2020-07-31,2020-08-21,GSK,21,40.06999969482422,42.400001525878906,40.59000015258789,40.31999969482422,2020-07-31,2020-08-12,2020-08-20,2020-07-31
25,HBP,Huttig Building Products,3002.0,29.0,10251.7,63855.0,Upcoming EarningsHigh Trading VolumeHeavy News Reporting,2020-07-31,2020-07-31,2020-08-21,HBP,21,1.5299999713897705,3.0,2.3499999046325684,2.240000009536743,2020-08-04,2020-07-31,2020-08-20,2020-07-31
26,LPX,Louisiana-Pacific,4124.0,496.0,731.5,1160000.0,Upcoming Earnings,2020-07-31,2020-07-31,2020-08-21,LPX,21,30.1200008392334,33.779998779296875,33.52000045776367,31.670000076293945,2020-08-06,2020-08-19,2020-08-21,2020-07-31
27,SC,Santander Consumer USA,3504.0,648.0,440.7,743665.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-07-31,2020-07-31,2020-08-21,SC,21,16.889999389648438,20.0,17.030000686645508,18.360000610351562,2020-08-20,2020-08-11,2020-08-20,2020-07-31
28,FIZZ,National Beverage,3861.0,742.0,420.4,223709.0,,2020-07-31,2020-07-31,2020-08-21,FIZZ,21,29.700000762939453,35.18000030517578,34.474998474121094,32.07500076293945,2020-08-04,2020-07-31,2020-08-21,2020-07-31
29,PFPT,Proofpoint,2233.0,475.0,370.1,617257.0,Earnings AnnouncementAnalyst ReportInsider SellingHeavy News Reporting,2020-07-31,2020-07-31,2020-08-21,PFPT,21,104.44999694824219,122.58000183105469,110.08000183105469,115.66999816894531,2020-08-11,2020-07-31,2020-08-21,2020-07-31
30,FLDM,Fluidigm,2800.0,608.0,360.5,2200000.0,Upcoming EarningsHeavy News Reporting,2020-07-31,2020-07-31,2020-08-21,FLDM,21,5.5,9.260000228881836,8.720000267028809,7.039999961853027,2020-07-31,2020-07-31,2020-08-21,2020-07-31
31,PINS,Pinterest,142933.0,35733.0,300.0,11000000.0,,2020-07-31,2020-07-31,2020-08-21,PINS,21,24.59000015258789,38.22999954223633,34.189998626708984,34.290000915527344,2020-07-31,2020-08-19,2020-08-21,2020-07-31
32,XPO,XPO Logistics,7259.0,1961.0,270.2,912887.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-07-31,2020-07-31,2020-08-21,XPO,21,72.20999908447266,87.08999633789062,84.54000091552734,75.0199966430664,2020-07-31,2020-08-12,2020-08-21,2020-07-31
33,TAN,Invesco Solar ETF,4163.0,1189.0,250.1,453368.0,Heavy News Reporting,2020-07-31,2020-07-31,2020-08-21,TAN,21,44.540000915527344,53.470001220703125,52.439998626708984,45.0099983215332,2020-07-31,2020-08-19,2020-08-21,2020-07-31
34,JMIA,Jumia Technologies,18754.0,5515.0,240.1,7440000.0,Heavy News Reporting,2020-07-31,2020-07-31,2020-08-21,JMIA,21,9.569999694824219,23.899999618530273,10.0,15.5600004196167,2020-08-21,2020-08-04,2020-08-21,2020-07-31
35,COOP,Mr. Cooper Group,5086.0,1589.0,220.1,656576.0,Analyst ReportHeavy News Reporting,2020-07-31,2020-07-31,2020-08-21,COOP,21,16.110000610351562,19.6299991607666,17.15999984741211,16.329999923706055,2020-07-31,2020-08-10,2020-08-21,2020-07-31
36,CROX,Crocs,3426.0,1142.0,200.0,991309.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-07-31,2020-07-31,2020-08-21,CROX,21,35.16999816894531,41.2599983215332,38.130001068115234,35.939998626708984,2020-07-31,2020-08-18,2020-08-21,2020-07-31
37,BRKR,Bruker,3003.0,186.0,1514.5,511305.0,Upcoming Earnings,2020-07-31,2020-07-31,2020-08-21,BRKR,21,41.81999969482422,48.16999816894531,41.86000061035156,44.619998931884766,2020-08-20,2020-08-04,2020-08-20,2020-07-31
38,HRC,Hill-Rom,2236.0,235.0,851.5,448416.0,Analyst ReportHeavy News Reporting,2020-07-31,2020-07-31,2020-08-21,HRC,21,91.27999877929688,106.95999908447266,94.6500015258789,97.22000122070312,2020-08-19,2020-07-31,2020-08-20,2020-07-31
39,UFS,Domtar,6192.0,814.0,660.7,872663.0,Upcoming Earnings,2020-07-31,2020-07-31,2020-08-21,UFS,21,20.299999237060547,31.059999465942383,28.1299991607666,20.989999771118164,2020-07-31,2020-08-17,2020-08-21,2020-07-31
40,EBS,Emergent Biosolutions,2283.0,340.0,571.5,1220000.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-07-31,2020-07-31,2020-08-21,EBS,21,103.62999725341797,137.61000061035156,131.1199951171875,111.23999786376953,2020-07-31,2020-08-06,2020-08-20,2020-07-31
41,SLM,SLM,7495.0,1228.0,510.3,4790000.0,,2020-07-31,2020-07-31,2020-08-21,SLM,21,6.590000152587891,7.46999979019165,7.130000114440918,6.769999980926514,2020-07-31,2020-08-11,2020-08-21,2020-07-31
42,REZI,Resideo Technologies,2846.0,265.0,974.0,1050000.0,Upcoming EarningsDecrease in Short InterestHeavy News Reporting,2020-08-03,2020-08-03,2020-08-24,REZI,21,10.319999694824219,14.899999618530273,13.90999984741211,11.109999656677246,2020-08-03,2020-08-11,2020-08-24,2020-08-03
43,ADT,ADT,10704.0,1049.0,920.4,1620000.0,Upcoming EarningsAnalyst ReportHigh Trading VolumeIncrease in Short InterestHeavy News Reporting,2020-08-03,2020-08-03,2020-08-24,ADT,21,11.194000244140625,17.209999084472656,11.369999885559082,13.479999542236328,2020-08-19,2020-08-03,2020-08-24,2020-08-03
44,EIX,Edison International,4979.0,1844.0,170.0,2250000.0,Earnings Announcement,2020-08-03,2020-08-03,2020-08-24,EIX,21,50.38999938964844,55.369998931884766,52.34000015258789,53.93000030517578,2020-08-21,2020-08-03,2020-08-24,2020-08-03
45,CGEN,Compugen,2181.0,872.0,150.1,1190000.0,Earnings Announcement,2020-08-03,2020-08-03,2020-08-24,CGEN,21,14.420000076293945,19.889999389648438,18.93000030517578,15.819999694824219,2020-08-03,2020-08-19,2020-08-21,2020-08-03
46,XSPA,XpresSpa Group,12184.0,5076.0,140.0,8590000.0,Heavy News Reporting,2020-08-03,2020-08-03,2020-08-24,XSPA,21,2.6600000858306885,4.670000076293945,3.2200000286102295,4.519999980926514,2020-08-20,2020-08-03,2020-08-24,2020-08-03
47,TRVN,Trevena,2805.0,1168.0,140.2,4950000.0,Upcoming Earnings,2020-08-03,2020-08-03,2020-08-24,TRVN,21,1.5199999809265137,3.680000066757202,1.5700000524520874,2.940000057220459,2020-08-21,2020-08-10,2020-08-21,2020-08-03
48,HMHC,Houghton Mifflin Harcourt,2265.0,1078.0,110.1,9350000.0,Upcoming Earnings,2020-08-03,2020-08-03,2020-08-24,HMHC,21,2.2100000381469727,3.690000057220459,2.259999990463257,2.9200000762939453,2020-08-21,2020-08-05,2020-08-21,2020-08-03
49,VAR,Varian Medical Systems,10452.0,232.0,4405.2,602153.0,Upcoming EarningsAnalyst DowngradeInsider SellingHeavy News Reporting,2020-08-03,2020-08-03,2020-08-24,VAR,21,172.4499969482422,176.19000244140625,172.74000549316406,174.1699981689453,2020-08-21,2020-08-04,2020-08-24,2020-08-03
50,DXC,DXC Technology,186708.0,4926.0,3690.3,2810000.0,Upcoming Earnings,2020-08-03,2020-08-03,2020-08-24,DXC,21,17.56999969482422,21.190000534057617,18.940000534057617,18.149999618530273,2020-08-03,2020-08-11,2020-08-24,2020-08-03
51,BBIO,BridgeBio Pharma,3000.0,315.0,852.4,498479.0,,2020-08-03,2020-08-03,2020-08-24,BBIO,21,26.170000076293945,30.25,28.799999237060547,27.200000762939453,2020-08-04,2020-08-12,2020-08-24,2020-08-03
52,APA,Apache,238253.0,28029.0,750.0,15730000.0,Earnings Announcement,2020-08-03,2020-08-03,2020-08-24,APA,21,14.210000038146973,16.829999923706055,14.460000038146973,15.720000267028809,2020-08-21,2020-08-05,2020-08-24,2020-08-03
53,CX,Cemex SAB de CV,13984.0,1997.0,600.3,6940000.0,Earnings Announcement,2020-08-03,2020-08-03,2020-08-24,CX,21,3.049999952316284,3.559999942779541,3.5,3.119999885559082,2020-08-03,2020-08-17,2020-08-24,2020-08-03
54,STAA,STAAR Surgical,3891.0,734.0,430.1,614814.0,Upcoming Earnings,2020-08-03,2020-08-03,2020-08-24,STAA,21,46.0099983215332,61.86000061035156,48.040000915527344,60.52000045776367,2020-08-14,2020-08-05,2020-08-21,2020-08-03
55,LPCN,Lipocine,2272.0,473.0,380.3,2270000.0,Upcoming Earnings,2020-08-03,2020-08-03,2020-08-24,LPCN,21,1.5700000524520874,2.390000104904175,1.7200000286102295,1.7100000381469727,2020-08-03,2020-08-17,2020-08-24,2020-08-03
56,MPC,Marathon Petroleum,79360.0,16533.0,380.0,7020000.0,Dividend AnnouncementHeavy News Reporting,2020-08-03,2020-08-03,2020-08-24,MPC,21,34.959999084472656,40.040000915527344,36.810001373291016,38.56999969482422,2020-08-21,2020-08-03,2020-08-24,2020-08-03
57,PBI,Pitney Bowes,11307.0,441.0,2463.9,1990000.0,Earnings AnnouncementDividend AnnouncementAnalyst UpgradeHeavy News Reporting,2020-08-03,2020-08-03,2020-08-24,PBI,21,3.5,7.159999847412109,6.050000190734863,4.889999866485596,2020-08-03,2020-08-11,2020-08-24,2020-08-03
58,ZVO,ZovioInc .,3007.0,155.0,1840.0,240317.0,Heavy News Reporting,2020-08-03,2020-08-03,2020-08-24,ZVO,21,4.28000020980835,7.238999843597412,4.619999885559082,5.059999942779541,2020-08-03,2020-08-06,2020-08-21,2020-08-03
59,ALBO,Albireo Pharma,2232.0,178.0,1153.9,115507.0,Upcoming EarningsAnalyst Downgrade,2020-08-03,2020-08-03,2020-08-24,ALBO,21,22.780000686645508,30.790000915527344,28.059999465942383,26.219999313354492,2020-08-13,2020-08-21,2020-08-24,2020-08-03
60,NXTD,NXT-ID,2115.0,51.0,4047.1,4670000.0,,2020-08-03,2020-08-03,2020-08-24,NXTD,21,0.4050000011920929,0.7900000214576721,0.4449999928474426,0.6600000262260437,2020-08-20,2020-08-05,2020-08-24,2020-08-03
61,XNET,Xunlei,2496.0,156.0,1500.0,658304.0,,2020-08-03,2020-08-03,2020-08-24,XNET,21,3.6700000762939453,5.300000190734863,3.990000009536743,4.289999961853027,2020-08-03,2020-08-06,2020-08-24,2020-08-03
62,PFGC,Performance Food Group,6534.0,476.0,1272.7,1100000.0,Heavy News Reporting,2020-08-03,2020-08-03,2020-08-24,PFGC,21,27.350000381469727,35.5,32.84000015258789,28.1299991607666,2020-08-03,2020-08-12,2020-08-21,2020-08-03
63,HST,Host Hotels and Resorts,38588.0,1398.0,2660.2,9960000.0,Earnings AnnouncementAnalyst ReportDecrease in Short Interest,2020-08-04,2020-08-04,2020-08-25,HST,21,10.199999809265137,12.489999771118164,11.300000190734863,10.90999984741211,2020-08-04,2020-08-11,2020-08-25,2020-08-04
64,KAR,KAR Auction Services,3680.0,309.0,1090.9,1740000.0,Upcoming EarningsDecrease in Short InterestHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,KAR,21,15.100000381469727,18.549999237060547,17.8799991607666,15.850000381469727,2020-08-04,2020-08-17,2020-08-25,2020-08-04
65,PSTG,Pure Storage,7647.0,1442.0,430.3,3280000.0,Heavy News Reporting,2020-08-04,2020-08-04,2020-08-25,PSTG,21,15.404999732971191,18.479999542236328,16.75,18.1200008392334,2020-08-18,2020-08-04,2020-08-25,2020-08-04
66,CHGG,Chegg,30339.0,8199.0,270.0,2540000.0,Earnings AnnouncementAnalyst ReportHigh Trading VolumeIncrease in Short InterestHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,CHGG,21,72.05000305175781,89.81999969482422,73.45999908447266,85.18000030517578,2020-08-24,2020-08-07,2020-08-24,2020-08-04
67,GGAL,Grupo Financiero Galicia,4696.0,1514.0,210.2,1510000.0,Increase in Short InterestHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,GGAL,21,9.600000381469727,14.9399995803833,10.0600004196167,13.050000190734863,2020-08-24,2020-08-04,2020-08-24,2020-08-04
68,RL,Ralph Lauren,3119.0,1075.0,190.1,795577.0,Earnings AnnouncementHigh Trading VolumeHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,RL,21,63.900001525878906,72.22000122070312,69.12000274658203,66.68000030517578,2020-08-04,2020-08-11,2020-08-25,2020-08-04
69,TTWO,TAKE-TWO INTERACTIVE SOFTWARE,21895.0,8421.0,160.0,1230000.0,Earnings AnnouncementAnalyst ReportDecrease in Short InterestHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,TTWO,21,165.33999633789062,180.61000061035156,172.5500030517578,177.52000427246094,2020-08-11,2020-08-04,2020-08-24,2020-08-04
70,WY,Weyerhaeuser,8232.0,3430.0,140.0,5580000.0,Earnings AnnouncementAnalyst DowngradeDecrease in Short Interest,2020-08-04,2020-08-04,2020-08-25,WY,21,27.489999771118164,29.610000610351562,29.149999618530273,27.829999923706055,2020-08-04,2020-08-11,2020-08-25,2020-08-04
71,XP,XP,3353.0,1397.0,140.0,1700000.0,Upcoming EarningsHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,XP,21,43.380001068115234,52.94499969482422,47.16999816894531,47.849998474121094,2020-08-17,2020-08-12,2020-08-25,2020-08-04
72,CTVA,Corteva,3873.0,1683.0,130.1,3580000.0,Upcoming EarningsDecrease in Short InterestHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,CTVA,21,24.829999923706055,29.170000076293945,28.649999618530273,28.709999084472656,2020-08-07,2020-08-25,2020-08-25,2020-08-04
73,HLIT,Harmonic,2873.0,53.0,5320.8,471292.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,HLIT,21,5.670000076293945,7.369999885559082,6.119999885559082,7.019999980926514,2020-08-21,2020-08-04,2020-08-25,2020-08-04
74,SCHW,Charles Schwab,183465.0,10192.0,1700.1,8960000.0,Heavy News Reporting,2020-08-04,2020-08-04,2020-08-25,SCHW,21,32.84000015258789,36.0,35.119998931884766,33.95000076293945,2020-08-07,2020-08-12,2020-08-24,2020-08-04
75,EXTR,Extreme Networks,2744.0,256.0,971.9,965623.0,Upcoming EarningsDecrease in Short InterestHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,EXTR,21,4.380000114440918,5.46999979019165,4.510000228881836,4.75,2020-08-21,2020-08-05,2020-08-25,2020-08-04
76,VVV,Valvoline,3142.0,320.0,881.9,1280000.0,Earnings AnnouncementIncrease in Short InterestHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,VVV,21,19.8700008392334,22.280000686645508,21.139999389648438,20.899999618530273,2020-08-04,2020-08-05,2020-08-25,2020-08-04
77,UPLD,Upland Software,3106.0,323.0,861.6,171338.0,Upcoming EarningsHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,UPLD,21,32.45000076293945,45.0,36.0099983215332,39.18000030517578,2020-08-14,2020-08-07,2020-08-25,2020-08-04
78,ALLT,Allot Communications,2813.0,302.0,831.5,112231.0,Analyst UpgradeDecrease in Short InterestHeavy News Reporting,2020-08-04,2020-08-04,2020-08-25,ALLT,21,10.600000381469727,12.470000267028809,10.84000015258789,12.25,2020-08-25,2020-08-17,2020-08-25,2020-08-04
79,VAPO,Vapotherm,4811.0,462.0,941.3,474080.0,,2020-08-04,2020-08-04,2020-08-25,VAPO,21,28.280000686645508,54.41999816894531,30.649999618530273,52.75,2020-08-14,2020-08-04,2020-08-25,2020-08-04
80,CXW,Corecivic,10440.0,1186.0,780.3,1020000.0,Upcoming EarningsAnalyst DowngradeDecrease in Short Interest,2020-08-04,2020-08-04,2020-08-25,CXW,21,8.520000457763672,10.140000343322754,9.65999984741211,9.210000038146973,2020-08-06,2020-08-12,2020-08-24,2020-08-04
81,SOYB,Teucrium Soybean Fund,2604.0,289.0,801.0,98488.0,Heavy News Reporting,2020-08-05,2020-08-05,2020-08-26,SOYB,21,13.850000381469727,14.65999984741211,14.65999984741211,14.079999923706055,2020-08-12,2020-08-25,2020-08-25,2020-08-05
82,GES,Guess?,4661.0,1136.0,310.3,1400000.0,,2020-08-05,2020-08-05,2020-08-26,GES,21,10.949999809265137,13.449999809265137,11.270000457763672,11.989999771118164,2020-08-21,2020-08-11,2020-08-26,2020-08-05
83,CHNG,Change Healthcare,7511.0,2086.0,260.1,3580000.0,,2020-08-05,2020-08-05,2020-08-26,CHNG,21,12.045000076293945,13.744999885559082,13.609999656677246,12.380000114440918,2020-08-05,2020-08-26,2020-08-26,2020-08-05
84,IWN,iShares Russell 2000 Value ETF,4015.0,1487.0,170.0,1390000.0,Heavy News Reporting,2020-08-05,2020-08-05,2020-08-26,IWN,21,102.31999969482422,110.55999755859375,104.9000015258789,103.80000305175781,2020-08-05,2020-08-11,2020-08-26,2020-08-05
85,NEWR,New Relic,2393.0,920.0,160.1,1070000.0,Earnings AnnouncementAnalyst ReportInsider SellingIncrease in Short InterestHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,NEWR,21,52.130001068115234,63.0,62.709999084472656,55.77000045776367,2020-08-10,2020-08-26,2020-08-26,2020-08-05
86,ATVI,Activision Blizzard,92109.0,36843.0,150.0,5490000.0,Analyst ReportDecrease in Short InterestHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,ATVI,21,78.69999694824219,87.7300033569336,83.62000274658203,84.31999969482422,2020-08-11,2020-08-06,2020-08-25,2020-08-05
87,ANET,Arista Networks,4730.0,2056.0,130.1,534839.0,Earnings AnnouncementAnalyst ReportInsider SellingDecrease in Short InterestHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,ANET,21,212.0500030517578,248.00999450683594,222.0500030517578,235.1300048828125,2020-08-13,2020-08-05,2020-08-26,2020-08-05
88,UPWK,Upwork,8727.0,4155.0,110.0,2470000.0,Analyst ReportHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,UPWK,21,13.720000267028809,16.829999923706055,14.670000076293945,15.09000015258789,2020-08-11,2020-08-05,2020-08-26,2020-08-05
89,WW,Weight Watchers International,5377.0,2830.0,90.0,952269.0,Earnings AnnouncementAnalyst UpgradeHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,WW,21,22.899999618530273,26.149999618530273,23.25,24.40999984741211,2020-08-26,2020-08-05,2020-08-26,2020-08-05
90,MCHP,Microchip Technology,4669.0,2457.0,90.0,2490000.0,Earnings AnnouncementDividend IncreaseAnalyst ReportHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,MCHP,21,97.51000213623047,110.98999786376953,109.0,98.5,2020-08-06,2020-08-19,2020-08-25,2020-08-05
91,DIS,Walt Disney,299335.0,166297.0,80.0,10570000.0,Earnings AnnouncementAnalyst Report,2020-08-05,2020-08-05,2020-08-26,DIS,21,123.27999877929688,133.0,132.17999267578125,127.61000061035156,2020-08-05,2020-08-12,2020-08-26,2020-08-05
92,IAU,iShares Gold Trust,6435.0,4021.0,60.0,26300000.0,Heavy News Reporting,2020-08-05,2020-08-05,2020-08-26,IAU,21,18.190000534057617,19.760000228881836,18.420000076293945,19.450000762939453,2020-08-12,2020-08-06,2020-08-25,2020-08-05
93,FOXA,FOX,5940.0,3712.0,60.0,4000000.0,Earnings Announcement,2020-08-05,2020-08-05,2020-08-26,FOXA,21,24.174999237060547,27.295000076293945,27.149999618530273,24.725000381469727,2020-08-10,2020-08-26,2020-08-26,2020-08-05
94,HL,Hecla Mining,15247.0,9529.0,60.0,14590000.0,Upcoming EarningsAnalyst UpgradeAnalyst RevisionHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,HL,21,5.21999979019165,6.789999961853027,5.429999828338623,6.420000076293945,2020-08-25,2020-08-06,2020-08-25,2020-08-05
95,DD,E I Du Pont De Nemours And Co,16524.0,10327.0,60.0,4010000.0,Earnings AnnouncementAnalyst DowngradeAnalyst Revision,2020-08-05,2020-08-05,2020-08-26,DD,21,53.77000045776367,59.83000183105469,56.90999984741211,54.72999954223633,2020-08-05,2020-08-11,2020-08-26,2020-08-05
96,FTAI,Fortress Transprtn and Infr Investrs,38079.0,1313.0,2800.2,522989.0,Earnings AnnouncementDividend AnnouncementAnalyst ReportDecrease in Short InterestAnalyst Revision,2020-08-05,2020-08-05,2020-08-26,FTAI,21,15.0,17.5,16.100000381469727,15.720000267028809,2020-08-05,2020-08-13,2020-08-26,2020-08-05
97,PRGO,Perrigo,6599.0,741.0,790.6,715369.0,Dividend AnnouncementHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,PRGO,21,49.560001373291016,54.939998626708984,52.189998626708984,51.97999954223633,2020-08-06,2020-08-17,2020-08-26,2020-08-05
