,ticker,company,callOptionVolume,avgOptionVolume,increaseRelative2Avg,avgStockVolume,indicators,dataDate,exportedAt,expirationDate,baseSymbol,daysToExpiration,minPrice,maxPrice,finalPrice,firstPrice,minPriceDate,maxPriceDate,finalPriceDate,firstPriceDate
2565,CDW,CDW,459.0,51.0,800.0,882591.0,Upcoming Earnings,2021-02-02,2021-02-02,2021-02-23,CDW,21,138.3699951171875,162.4199981689453,159.32000732421875,141.44000244140625,2021-02-02,2021-02-19,2021-02-22,2021-02-02
2566,AVXL,Anavex Life Sciences,4490.0,509.0,782.1,870602.0,Upcoming EarningsNews CoverageGap DownTrading Halted,2021-02-02,2021-02-02,2021-02-23,AVXL,21,6.538000106811523,28.700000762939453,12.890000343322754,7.53000020980835,2021-02-02,2021-02-04,2021-02-22,2021-02-02
2567,AHCO,AdaptHealth,646.0,75.0,761.3,1200000.0,Analyst Downgrade,2021-02-02,2021-02-02,2021-02-23,AHCO,21,31.110000610351562,41.20000076293945,31.209999084472656,38.7599983215332,2021-02-22,2021-02-02,2021-02-22,2021-02-02
2568,SLM,SLM,23940.0,2939.0,714.6,5950000.0,Buyback AnnouncementIncrease in Short InterestAnalyst Revision,2021-02-02,2021-02-02,2021-02-23,SLM,21,14.260000228881836,15.550000190734863,15.100000381469727,14.930000305175781,2021-02-02,2021-02-22,2021-02-22,2021-02-02
2569,CRMD,CorMedix,2722.0,348.0,682.2,696055.0,News CoverageGap Down,2021-02-02,2021-02-02,2021-02-23,CRMD,21,9.25,18.799999237060547,16.479999542236328,11.720000267028809,2021-02-02,2021-02-19,2021-02-23,2021-02-02
2570,ORBC,ORBCOMM,11186.0,1442.0,675.7,1880000.0,Decrease in Short InterestGap Down,2021-02-02,2021-02-02,2021-02-23,ORBC,21,7.730000019073486,8.9399995803833,7.829999923706055,8.050000190734863,2021-02-22,2021-02-16,2021-02-22,2021-02-02
2571,CLDR,Cloudera,54938.0,7213.0,661.7,4450000.0,Gap Down,2021-02-02,2021-02-02,2021-02-23,CLDR,21,15.930000305175781,19.350000381469727,17.440000534057617,16.899999618530273,2021-02-02,2021-02-16,2021-02-22,2021-02-02
2572,HOG,Harley-Davidson,14551.0,1912.0,661.0,2170000.0,Earnings AnnouncementAnalyst ReportNews Coverage,2021-02-02,2021-02-02,2021-02-23,HOG,21,31.200000762939453,37.029998779296875,35.5099983215332,33.2599983215332,2021-02-02,2021-02-16,2021-02-22,2021-02-02
2573,CENX,Century Aluminum,10204.0,564.0,1709.2,982734.0,Analyst Downgrade,2021-02-03,2021-02-03,2021-02-24,CENX,21,10.220000267028809,15.25,13.710000038146973,10.680000305175781,2021-02-03,2021-02-16,2021-02-23,2021-02-03
2574,RDN,Radian Group,2020.0,54.0,3640.7,1280000.0,Analyst RevisionNews Coverage,2021-02-03,2021-02-03,2021-02-24,RDN,21,19.399999618530273,21.09000015258789,20.809999465942383,19.5,2021-02-03,2021-02-16,2021-02-23,2021-02-03
2575,PARR,Par Pacific,2817.0,139.0,1926.6,234530.0,News Coverage,2021-02-03,2021-02-03,2021-02-24,PARR,21,13.489999771118164,18.0,17.8799991607666,14.069999694824219,2021-02-03,2021-02-22,2021-02-24,2021-02-03
2576,CPLG,CorePoint Lodging,4770.0,241.0,1879.3,137442.0,News CoverageGap Down,2021-02-03,2021-02-03,2021-02-24,CPLG,21,7.139999866485596,10.0,9.649999618530273,7.389999866485596,2021-02-03,2021-02-24,2021-02-24,2021-02-03
2577,SSNC,SS&C Technologies,1059.0,60.0,1665.0,1150000.0,Upcoming EarningsNews Coverage,2021-02-03,2021-02-03,2021-02-24,SSNC,21,64.55999755859375,70.06999969482422,67.45999908447266,65.48999786376953,2021-02-16,2021-02-08,2021-02-23,2021-02-03
2578,ZEN,Zendesk,11244.0,708.0,1488.1,1470000.0,,2021-02-03,2021-02-03,2021-02-24,ZEN,21,142.52999877929688,166.60000610351562,149.55999755859375,151.92999267578125,2021-02-23,2021-02-05,2021-02-23,2021-02-03
2579,NSC,Norfolk Southern,8423.0,563.0,1396.1,1190000.0,Analyst ReportInsider Selling,2021-02-03,2021-02-03,2021-02-24,NSC,21,240.77999877929688,262.1700134277344,257.8900146484375,246.25,2021-02-08,2021-02-23,2021-02-23,2021-02-03
2580,ENLV,Enlivex Therapeutics,744.0,53.0,1303.8,187394.0,News CoverageGap Down,2021-02-03,2021-02-03,2021-02-24,ENLV,21,13.329999923706055,29.399999618530273,15.420000076293945,13.960000038146973,2021-02-23,2021-02-08,2021-02-23,2021-02-03
2581,OSW,OneSpaWorld,2641.0,196.0,1247.4,476346.0,,2021-02-03,2021-02-03,2021-02-24,OSW,21,8.800000190734863,11.170000076293945,11.0,9.630000114440918,2021-02-12,2021-02-22,2021-02-23,2021-02-03
2582,VIPS,Vipshop,28171.0,2111.0,1234.5,7360000.0,Analyst Upgrade,2021-02-03,2021-02-03,2021-02-24,VIPS,21,31.219999313354492,37.959999084472656,36.41999816894531,32.290000915527344,2021-02-03,2021-02-19,2021-02-23,2021-02-03
2583,CEQP,Crestwood Equity Partners,3176.0,275.0,1054.9,696547.0,Analyst RevisionNews CoverageGap Up,2021-02-03,2021-02-03,2021-02-24,CEQP,21,20.010000228881836,22.959999084472656,22.030000686645508,21.639999389648438,2021-02-23,2021-02-16,2021-02-23,2021-02-03
2584,CFRX,ContraFect,680.0,59.0,1052.5,166732.0,,2021-02-03,2021-02-03,2021-02-24,CFRX,21,5.010000228881836,7.010000228881836,5.5,5.239999771118164,2021-02-05,2021-02-17,2021-02-23,2021-02-03
2585,EVRI,Everi,7047.0,626.0,1025.7,1870000.0,Decrease in Short Interest,2021-02-03,2021-02-03,2021-02-24,EVRI,21,13.779999732971191,15.640000343322754,15.229999542236328,14.40999984741211,2021-02-11,2021-02-22,2021-02-23,2021-02-03
2586,JAZZ,Jazz Pharmaceuticals,2613.0,248.0,953.6,705378.0,Analyst UpgradeInsider SellingNews CoverageGap Down,2021-02-03,2021-02-03,2021-02-24,JAZZ,21,146.00999450683594,178.63999938964844,173.5,151.2100067138672,2021-02-03,2021-02-24,2021-02-24,2021-02-03
2587,MMP,Magellan Midstream Partners,7183.0,714.0,906.0,1490000.0,Earnings AnnouncementAnalyst ReportAnalyst RevisionNews CoverageGap Up,2021-02-03,2021-02-03,2021-02-24,MMP,21,39.93000030517578,43.59000015258789,43.09000015258789,42.380001068115234,2021-02-08,2021-02-23,2021-02-23,2021-02-03
2588,PSTG,Pure Storage,23972.0,2401.0,898.4,4490000.0,News CoverageGap Down,2021-02-03,2021-02-03,2021-02-24,PSTG,21,23.229999542236328,29.530000686645508,25.56999969482422,26.610000610351562,2021-02-23,2021-02-16,2021-02-23,2021-02-03
2589,MNRO,Monro,516.0,59.0,774.6,361164.0,Analyst UpgradeAnalyst Revision,2021-02-03,2021-02-03,2021-02-24,MNRO,21,59.13999938964844,65.9000015258789,64.45999908447266,60.5,2021-02-03,2021-02-22,2021-02-23,2021-02-03
2590,SHYF,The Shyft Group,1529.0,51.0,2898.0,218938.0,,2021-02-04,2021-02-04,2021-02-25,SHYF,21,31.5,34.959999084472656,34.650001525878906,33.75,2021-02-17,2021-02-24,2021-02-24,2021-02-04
2591,MSM,MSC Industrial Direct,1531.0,58.0,2539.7,500532.0,Insider Buying,2021-02-04,2021-02-04,2021-02-25,MSM,21,81.5199966430664,87.27999877929688,87.0199966430664,84.44000244140625,2021-02-04,2021-02-08,2021-02-24,2021-02-04
2592,PRTK,Paratek Pharmaceuticals,2388.0,93.0,2467.7,409147.0,News Coverage,2021-02-04,2021-02-04,2021-02-25,PRTK,21,7.0,8.75,7.670000076293945,7.570000171661377,2021-02-04,2021-02-09,2021-02-24,2021-02-04
2593,GLP,Global Partners,1417.0,56.0,2430.4,124029.0,News CoverageGap Up,2021-02-04,2021-02-04,2021-02-25,GLP,21,18.940000534057617,21.979999542236328,20.639999389648438,21.799999237060547,2021-02-09,2021-02-04,2021-02-24,2021-02-04
2594,AGEN,Agenus,33350.0,1333.0,2401.9,3250000.0,News Coverage,2021-02-04,2021-02-04,2021-02-25,AGEN,21,4.119999885559082,5.949999809265137,4.179999828338623,5.199999809265137,2021-02-24,2021-02-04,2021-02-24,2021-02-04
2595,ACIU,AC Immune,1901.0,80.0,2276.3,482283.0,News Coverage,2021-02-04,2021-02-04,2021-02-25,ACIU,21,6.800000190734863,12.5,8.010000228881836,7.179999828338623,2021-02-05,2021-02-11,2021-02-24,2021-02-04
2596,CRTO,Criteo,5955.0,279.0,2034.4,504820.0,Upcoming Earnings,2021-02-04,2021-02-04,2021-02-25,CRTO,21,22.0,37.18000030517578,35.459999084472656,24.190000534057617,2021-02-04,2021-02-25,2021-02-25,2021-02-04
2597,VERU,Veru,42928.0,2022.0,2023.0,3920000.0,Upcoming EarningsNews CoverageGap Up,2021-02-04,2021-02-04,2021-02-25,VERU,21,9.829999923706055,24.56999969482422,15.149999618530273,14.279999732971191,2021-02-04,2021-02-09,2021-02-24,2021-02-04
2598,OHI,Omega Healthcare Investors,5096.0,269.0,1794.4,1780000.0,Earnings AnnouncementDividend Announcement,2021-02-04,2021-02-04,2021-02-25,OHI,21,36.189998626708984,39.0099983215332,38.79999923706055,37.18000030517578,2021-02-08,2021-02-24,2021-02-24,2021-02-04
2599,BXMT,Blackstone Mortgage Trust,3526.0,202.0,1645.5,990163.0,Upcoming EarningsNews Coverage,2021-02-04,2021-02-04,2021-02-25,BXMT,21,27.299999237060547,29.989999771118164,29.90999984741211,27.959999084472656,2021-02-04,2021-02-24,2021-02-24,2021-02-04
2600,QMCO,Quantum,914.0,54.0,1592.6,424972.0,Analyst UpgradeGap Down,2021-02-04,2021-02-04,2021-02-25,QMCO,21,7.449999809265137,9.149999618530273,8.479999542236328,7.75,2021-02-04,2021-02-10,2021-02-24,2021-02-04
2601,SUN,Sunoco,5922.0,404.0,1365.8,502145.0,Increase in Short InterestGap Up,2021-02-04,2021-02-04,2021-02-25,SUN,21,30.010000228881836,33.0,31.920000076293945,33.0,2021-02-23,2021-02-04,2021-02-24,2021-02-04
2602,WD,Walker & Dunlop,687.0,51.0,1247.1,182818.0,Earnings AnnouncementAnalyst ReportInsider SellingNews Coverage,2021-02-04,2021-02-04,2021-02-25,WD,21,87.95999908447266,106.44999694824219,102.0999984741211,96.37000274658203,2021-02-04,2021-02-22,2021-02-24,2021-02-04
2603,CLGX,CoreLogic,10530.0,804.0,1209.7,1680000.0,Dividend Announcement,2021-02-04,2021-02-04,2021-02-25,CLGX,21,79.8499984741211,90.69999694824219,84.41000366210938,81.81999969482422,2021-02-04,2021-02-19,2021-02-24,2021-02-04
2604,OTEX,Open Text,896.0,76.0,1078.9,579925.0,Analyst ReportIncrease in Short InterestNews CoverageGap Down,2021-02-04,2021-02-04,2021-02-25,OTEX,21,44.439998626708984,49.9900016784668,45.65999984741211,47.58000183105469,2021-02-23,2021-02-08,2021-02-24,2021-02-04
2605,DTEA,DAVIDsTEA,8512.0,753.0,1030.4,941118.0,Increase in Short InterestNews CoverageGap Up,2021-02-04,2021-02-04,2021-02-25,DTEA,21,3.5,7.449999809265137,4.090000152587891,6.869999885559082,2021-02-23,2021-02-04,2021-02-24,2021-02-04
2606,VVV,Valvoline,2281.0,202.0,1029.2,2160000.0,Earnings AnnouncementAnalyst ReportDecrease in Short Interest,2021-02-04,2021-02-04,2021-02-25,VVV,21,23.399999618530273,25.479999542236328,25.219999313354492,23.989999771118164,2021-02-04,2021-02-04,2021-02-25,2021-02-04
2607,BX,The Blackstone Group,66793.0,6109.0,993.4,2970000.0,Decrease in Short InterestAnalyst Revision,2021-02-04,2021-02-04,2021-02-25,BX,21,68.08000183105469,72.0999984741211,69.86000061035156,70.98999786376953,2021-02-23,2021-02-11,2021-02-24,2021-02-04
2608,ZGNX,Zogenix,25507.0,175.0,14475.4,1060000.0,Analyst Downgrade,2021-02-05,2021-02-05,2021-02-26,ZGNX,21,20.350000381469727,23.690000534057617,22.15999984741211,21.040000915527344,2021-02-05,2021-02-24,2021-02-25,2021-02-05
2609,VOYA,Voya Financial,3588.0,56.0,6307.1,1110000.0,Upcoming EarningsNews Coverage,2021-02-05,2021-02-05,2021-02-26,VOYA,21,54.459999084472656,62.47999954223633,61.5099983215332,57.97999954223633,2021-02-12,2021-02-25,2021-02-25,2021-02-05
2610,HTHT,Huazhu Group,3154.0,77.0,3996.1,1450000.0,,2021-02-05,2021-02-05,2021-02-26,HTHT,21,50.540000915527344,64.52999877929688,58.22999954223633,57.54999923706055,2021-02-05,2021-02-16,2021-02-25,2021-02-05
2611,EPC,Edgewell Personal Care,3611.0,111.0,3153.2,464842.0,Upcoming EarningsNews Coverage,2021-02-05,2021-02-05,2021-02-26,EPC,21,30.549999237060547,36.11000061035156,30.790000915527344,33.68000030517578,2021-02-25,2021-02-09,2021-02-25,2021-02-05
2612,BNFT,Benefitfocus,1208.0,64.0,1787.5,315900.0,,2021-02-05,2021-02-05,2021-02-26,BNFT,21,14.0600004196167,17.579999923706055,15.5600004196167,14.430000305175781,2021-02-05,2021-02-12,2021-02-25,2021-02-05
2613,TDC,Teradata,12019.0,674.0,1683.2,2320000.0,Earnings AnnouncementAnalyst ReportGap Down,2021-02-05,2021-02-05,2021-02-26,TDC,21,35.43000030517578,59.58000183105469,41.029998779296875,37.08000183105469,2021-02-05,2021-02-09,2021-02-25,2021-02-05
2614,VKTX,Viking Therapeutics,17200.0,999.0,1621.7,1720000.0,Gap Down,2021-02-05,2021-02-05,2021-02-26,VKTX,21,6.699999809265137,10.09000015258789,6.880000114440918,9.670000076293945,2021-02-23,2021-02-05,2021-02-25,2021-02-05
2615,KDMN,Kadmon,1991.0,115.0,1631.3,3750000.0,Gap Down,2021-02-05,2021-02-05,2021-02-26,KDMN,21,4.539999961853027,5.730000019073486,4.599999904632568,5.320000171661377,2021-02-23,2021-02-05,2021-02-25,2021-02-05
2616,UBA,Urstadt Biddle Properties,1069.0,62.0,1624.2,238142.0,News Coverage,2021-02-05,2021-02-05,2021-02-26,UBA,21,14.029999732971191,16.889999389648438,16.309999465942383,14.229999542236328,2021-02-05,2021-02-23,2021-02-25,2021-02-05
2617,SIEN,Sientra,1730.0,128.0,1251.6,832633.0,Analyst ReportGap Down,2021-02-05,2021-02-05,2021-02-26,SIEN,21,5.739999771118164,8.930000305175781,7.690000057220459,5.849999904632568,2021-02-05,2021-02-08,2021-02-25,2021-02-05
2618,AGTC,Applied Genetic Technologies,7975.0,611.0,1205.2,1710000.0,Upcoming EarningsGap Down,2021-02-05,2021-02-05,2021-02-26,AGTC,21,4.519999980926514,9.670000076293945,5.300000190734863,5.269999980926514,2021-02-10,2021-02-17,2021-02-25,2021-02-05
2619,EVBG,Everbridge,1763.0,137.0,1186.9,371288.0,,2021-02-05,2021-02-05,2021-02-26,EVBG,21,133.64999389648438,178.97999572753906,153.22999572753906,143.10000610351562,2021-02-18,2021-02-19,2021-02-25,2021-02-05
2620,SPRO,Spero Therapeutics,1196.0,95.0,1158.9,369721.0,Gap Down,2021-02-05,2021-02-05,2021-02-26,SPRO,21,14.020000457763672,22.235000610351562,18.3799991607666,19.969999313354492,2021-02-05,2021-02-08,2021-02-25,2021-02-05
2621,SPT,Sprout Social,837.0,72.0,1062.5,466079.0,Gap Down,2021-02-05,2021-02-05,2021-02-26,SPT,21,62.81999969482422,82.47000122070312,66.02999877929688,71.08000183105469,2021-02-23,2021-02-16,2021-02-25,2021-02-05
2622,EMKR,EMCORE,2007.0,182.0,1002.7,368438.0,Earnings AnnouncementGap Down,2021-02-05,2021-02-05,2021-02-26,EMKR,21,5.289999961853027,8.199999809265137,6.699999809265137,6.050000190734863,2021-02-10,2021-02-16,2021-02-25,2021-02-05
2623,COG,Cabot Oil & Gas,7889.0,740.0,966.1,5690000.0,Analyst Report,2021-02-05,2021-02-05,2021-02-26,COG,21,17.170000076293945,19.299999237060547,18.90999984741211,17.559999465942383,2021-02-11,2021-02-24,2021-02-25,2021-02-05
2624,BERY,Berry Global Group,2372.0,224.0,958.9,1040000.0,Earnings AnnouncementAnalyst ReportAnalyst RevisionNews Coverage,2021-02-05,2021-02-05,2021-02-26,BERY,21,54.5099983215332,61.0,56.119998931884766,57.2599983215332,2021-02-05,2021-02-09,2021-02-25,2021-02-05
2625,REI,Ring Energy,100996.0,1449.0,6870.0,7120000.0,News Coverage,2021-02-09,2021-02-09,2021-03-02,REI,21,1.8300000429153442,2.8499999046325684,2.1600000858306885,2.140000104904175,2021-02-18,2021-02-24,2021-03-02,2021-02-09
2626,EVOK,Evoke Pharma,15260.0,319.0,4683.7,561152.0,,2021-02-09,2021-02-09,2021-03-02,EVOK,21,2.9000000953674316,4.800000190734863,3.0399999618530273,4.409999847412109,2021-02-26,2021-02-09,2021-03-01,2021-02-09
2627,HTBX,Heat Biologics,12105.0,267.0,4433.7,1550000.0,Analyst ReportNews CoverageGap Down,2021-02-09,2021-02-09,2021-03-02,HTBX,21,7.559999942779541,17.0,8.1899995803833,12.539999961853027,2021-02-26,2021-02-09,2021-03-01,2021-02-09
2628,KALV,KalVista Pharmaceuticals,17505.0,879.0,1891.5,147945.0,Analyst ReportHigh Trading VolumeNews CoverageGap Down,2021-02-09,2021-02-09,2021-03-02,KALV,21,27.530000686645508,45.0,33.43000030517578,33.5,2021-02-09,2021-02-09,2021-03-01,2021-02-09
2629,TMHC,Taylor Morrison Home,7002.0,526.0,1231.2,1390000.0,Upcoming Earnings,2021-02-09,2021-02-09,2021-03-02,TMHC,21,26.56999969482422,31.030000686645508,28.040000915527344,30.309999465942383,2021-02-25,2021-02-09,2021-03-01,2021-02-09
2630,ORTX,Orchard Therapeutics,8837.0,706.0,1151.7,3320000.0,Gap Down,2021-02-09,2021-02-09,2021-03-02,ORTX,21,6.260000228881836,9.079999923706055,7.400000095367432,8.3100004196167,2021-02-23,2021-02-12,2021-03-01,2021-02-09
2631,AEZS,Aeterna Zentaris,22456.0,1810.0,1140.7,27380000.0,News CoverageGap UpTrading Halted,2021-02-09,2021-02-09,2021-03-02,AEZS,21,1.0499999523162842,2.8499999046325684,1.149999976158142,2.200000047683716,2021-02-23,2021-02-09,2021-03-01,2021-02-09
2632,SOS,SOS,55557.0,4591.0,1110.1,24310000.0,Gap Down,2021-02-09,2021-02-09,2021-03-02,SOS,21,3.259999990463257,15.880000114440918,6.800000190734863,4.210000038146973,2021-02-09,2021-02-17,2021-03-02,2021-02-09
2633,OGI,OrganiGram,78899.0,6982.0,1030.0,18970000.0,News CoverageGap Down,2021-02-09,2021-02-09,2021-03-02,OGI,21,2.5899999141693115,6.449999809265137,3.200000047683716,4.369999885559082,2021-02-23,2021-02-11,2021-03-02,2021-02-09
2634,ASRT,Assertio,14723.0,1429.0,930.3,17510000.0,News CoverageGap Down,2021-02-09,2021-02-09,2021-03-02,ASRT,21,0.8100000023841858,1.4500000476837158,0.9900000095367432,1.1799999475479126,2021-02-23,2021-02-09,2021-03-01,2021-02-09
2635,TYME,Tyme Technologies,12464.0,1234.0,910.0,18640000.0,Earnings AnnouncementGap Down,2021-02-09,2021-02-09,2021-03-02,TYME,21,1.899999976158142,3.4800000190734863,2.190000057220459,3.259999990463257,2021-02-23,2021-02-09,2021-03-01,2021-02-09
2636,RMTI,Rockwell Medical,2742.0,274.0,900.7,1920000.0,Analyst ReportNews Coverage,2021-02-09,2021-02-09,2021-03-02,RMTI,21,1.340000033378601,1.9800000190734863,1.3899999856948853,1.9299999475479126,2021-02-23,2021-02-09,2021-03-01,2021-02-09
2637,POTX,Global X Cannabis ETF,2170.0,223.0,873.1,567493.0,News CoverageGap Down,2021-02-09,2021-02-09,2021-03-02,POTX,21,15.5,29.5,17.31999969482422,23.8799991607666,2021-02-23,2021-02-10,2021-03-01,2021-02-09
2638,HBI,Hanesbrands,38080.0,3966.0,860.2,4820000.0,Earnings AnnouncementDividend AnnouncementNews CoverageGap Down,2021-02-09,2021-02-09,2021-03-02,HBI,21,17.239999771118164,20.0,18.1299991607666,19.959999084472656,2021-02-09,2021-02-09,2021-03-01,2021-02-09
2639,KTB,Kontoor Brands,3012.0,313.0,862.3,456435.0,News Coverage,2021-02-09,2021-02-09,2021-03-02,KTB,21,41.38999938964844,47.84000015258789,47.0,42.79999923706055,2021-02-26,2021-03-02,2021-03-02,2021-02-09
2640,WCC,WESCO International,2201.0,234.0,840.6,385546.0,Earnings AnnouncementNews CoverageGap Up,2021-02-09,2021-02-09,2021-03-02,WCC,21,70.48999786376953,86.5,85.8499984741211,76.62000274658203,2021-02-09,2021-03-01,2021-03-01,2021-02-09
2641,ALLT,Allot Communications,3489.0,371.0,840.4,541160.0,News CoverageGap Down,2021-02-09,2021-02-09,2021-03-02,ALLT,21,14.100000381469727,17.3700008392334,15.90999984741211,17.079999923706055,2021-02-26,2021-02-10,2021-03-01,2021-02-09
2642,ABEO,Abeona Therapeutics,4758.0,546.0,771.4,3620000.0,News CoverageGap Down,2021-02-09,2021-02-09,2021-03-02,ABEO,21,1.8799999952316284,3.7899999618530273,2.359999895095825,3.3399999141693115,2021-02-23,2021-02-09,2021-03-02,2021-02-09
2643,UEC,Uranium Energy,14218.0,1692.0,740.3,4010000.0,Gap Down,2021-02-09,2021-02-09,2021-03-02,UEC,21,1.9500000476837158,2.559999942779541,2.119999885559082,2.1600000858306885,2021-02-26,2021-02-22,2021-03-01,2021-02-09
2644,MRKR,Marker Therapeutics,2747.0,343.0,700.9,719570.0,News Coverage,2021-02-09,2021-02-09,2021-03-02,MRKR,21,2.299999952316284,3.7699999809265137,2.559999942779541,3.0399999618530273,2021-02-23,2021-02-09,2021-03-01,2021-02-09
2645,LBRT,Liberty Oilfield Services,3943.0,547.0,620.8,682343.0,Earnings AnnouncementAnalyst ReportAnalyst RevisionNews CoverageGap Up,2021-02-09,2021-02-09,2021-03-02,LBRT,21,9.989999771118164,12.670000076293945,12.670000076293945,11.260000228881836,2021-02-19,2021-03-01,2021-03-01,2021-02-09
2646,KRTX,Karuna Therapeutics,2193.0,70.0,3032.9,168977.0,Analyst ReportNews Coverage,2021-02-09,2021-02-09,2021-03-02,KRTX,21,112.33000183105469,146.97000122070312,124.7699966430664,115.5,2021-02-10,2021-02-09,2021-03-01,2021-02-09
2647,XLC,Communication Services Select Sector SPDR Fund,40522.0,2470.0,1540.6,4100000.0,,2021-02-09,2021-02-09,2021-03-02,XLC,21,70.5,73.84500122070312,73.4000015258789,71.93000030517578,2021-02-23,2021-02-16,2021-03-01,2021-02-09
2648,HUGE,FSD Pharma,15105.0,1086.0,1290.9,2170000.0,Gap Down,2021-02-09,2021-02-09,2021-03-02,HUGE,21,1.9299999475479126,4.440000057220459,2.069999933242798,2.9100000858306885,2021-02-26,2021-02-11,2021-03-01,2021-02-09
2649,GSAT,Globalstar,191339.0,15556.0,1130.0,52000000.0,Gap Down,2021-02-09,2021-02-09,2021-03-02,GSAT,21,1.2200000286102295,2.9800000190734863,1.7400000095367432,2.0799999237060547,2021-02-23,2021-02-10,2021-03-01,2021-02-09
2650,OTIC,Otonomy,8921.0,782.0,1040.8,707094.0,Upcoming Earnings,2021-02-09,2021-02-09,2021-03-02,OTIC,21,2.549999952316284,5.730000019073486,2.880000114440918,5.300000190734863,2021-02-22,2021-02-17,2021-03-01,2021-02-09
2651,SEE,Sealed Air,8055.0,462.0,1643.5,1130000.0,Earnings AnnouncementNews Coverage,2021-02-09,2021-02-09,2021-03-02,SEE,21,41.779998779296875,47.130001068115234,43.04999923706055,45.45000076293945,2021-02-26,2021-02-09,2021-03-01,2021-02-09
2652,CBIO,Catalyst Biosciences,2898.0,166.0,1645.8,384264.0,News CoverageGap Down,2021-02-09,2021-02-09,2021-03-02,CBIO,21,5.71999979019165,7.550000190734863,6.230000019073486,6.630000114440918,2021-02-23,2021-02-11,2021-03-01,2021-02-09
2653,LPL,LG Display,5290.0,318.0,1563.5,734758.0,,2021-02-09,2021-02-09,2021-03-02,LPL,21,9.90999984741211,11.239999771118164,10.270000457763672,10.359999656677246,2021-02-26,2021-02-19,2021-03-01,2021-02-09
2654,UAMY,United States Antimony,7494.0,471.0,1491.1,10010000.0,Upcoming EarningsNews CoverageGap Down,2021-02-10,2021-02-10,2021-03-03,UAMY,21,1.0199999809265137,2.559999942779541,1.4299999475479126,1.7799999713897705,2021-02-23,2021-02-19,2021-03-02,2021-02-10
2655,TRX,Tanzanian Gold,3818.0,887.0,330.4,8140000.000000001,News CoverageGap Down,2021-02-10,2021-02-10,2021-03-03,TRX,21,0.6299999952316284,1.0800000429153442,0.699999988079071,0.8799999952316284,2021-02-23,2021-02-11,2021-03-02,2021-02-10
2656,GTE,Gran Tierra Energy,12928.0,3153.0,310.0,37240000.0,News CoverageGap Down,2021-02-10,2021-02-10,2021-03-03,GTE,21,0.7400000095367432,1.2300000190734863,0.75,1.0099999904632568,2021-03-02,2021-02-11,2021-03-02,2021-02-10
2657,DNN,Denison Mines,2494.0,639.0,290.3,5190000.0,Analyst ReportNews CoverageGap Down,2021-02-10,2021-02-10,2021-03-03,DNN,21,0.8999999761581421,1.809999942779541,1.1399999856948853,0.9800000190734863,2021-02-10,2021-02-17,2021-03-03,2021-02-10
2658,SNDL,Sundial Growers,416611.0,126245.0,230.0,640350000.0,News CoverageGap Down,2021-02-10,2021-02-10,2021-03-03,SNDL,21,1.100000023841858,3.9600000381469727,1.3799999952316284,2.950000047683716,2021-02-23,2021-02-11,2021-03-02,2021-02-10
2659,NEPT,Neptune Wellness Solutions,4319.0,1542.0,180.1,2820000.0,Upcoming EarningsNews CoverageGap Down,2021-02-10,2021-02-10,2021-03-03,NEPT,21,1.3799999952316284,3.5999999046325684,1.600000023841858,3.1500000953674316,2021-02-23,2021-02-10,2021-03-02,2021-02-10
2660,KERN,Akerna,10056.0,3724.0,170.0,5260000.0,Gap Down,2021-02-10,2021-02-10,2021-03-03,KERN,21,5.510000228881836,10.437999725341797,5.860000133514404,9.25,2021-02-23,2021-02-10,2021-03-02,2021-02-10
2661,VRT,Vertiv,2329.0,1058.0,120.1,4570000.0,,2021-02-10,2021-02-10,2021-03-03,VRT,21,19.469999313354492,22.43000030517578,20.950000762939453,21.309999465942383,2021-02-24,2021-02-11,2021-03-02,2021-02-10
2662,ITP,IT Tech Packaging,3633.0,1730.0,110.0,15670000.0,,2021-02-10,2021-02-10,2021-03-03,ITP,21,0.75,1.4500000476837158,0.7599999904632568,1.149999976158142,2021-02-26,2021-02-16,2021-03-02,2021-02-10
2663,KOPN,Kopin,3198.0,1776.0,80.1,4900000.0,Gap Down,2021-02-10,2021-02-10,2021-03-03,KOPN,21,7.110000133514404,13.619999885559082,8.609999656677246,9.420000076293945,2021-02-23,2021-02-16,2021-03-03,2021-02-10
2664,RKDA,Arcadia Biosciences,21746.0,407.0,5243.0,992725.0,Analyst ReportGap Down,2021-02-10,2021-02-10,2021-03-03,RKDA,21,3.0,6.400000095367432,3.200000047683716,5.690000057220459,2021-02-23,2021-02-11,2021-03-02,2021-02-10
2665,GLPG,Galapagos,2411.0,188.0,1182.4,207968.0,News CoverageGap Down,2021-02-10,2021-02-10,2021-03-03,GLPG,21,81.37000274658203,96.70999908447266,84.36000061035156,89.9000015258789,2021-02-26,2021-02-10,2021-03-02,2021-02-10
2666,ZYNE,Zynerba Pharmaceuticals,13578.0,1331.0,920.1,6860000.0,Gap Down,2021-02-10,2021-02-10,2021-03-03,ZYNE,21,4.090000152587891,9.0,4.679999828338623,8.760000228881836,2021-02-23,2021-02-10,2021-03-02,2021-02-10
2667,URA,Global X Uranium ETF,6373.0,643.0,891.1,570860.0,News CoverageGap Down,2021-02-10,2021-02-10,2021-03-03,URA,21,17.209999084472656,19.850000381469727,18.90999984741211,17.610000610351562,2021-02-26,2021-02-17,2021-03-03,2021-02-10
