,baseSymbol,baseLastPrice,symbolType,strikePrice,expirationDate,daysToExpiration,bidPrice,midpoint,askPrice,lastPrice,volume,openInterest,volumeOpenInterestRatio,volatility,tradeTime,exportedAt,minPrice,maxPrice,finalPrice,firstPrice
0,FCX,14.11,Call,15.5,2020-08-21 00:00:00,16,0.18,0.19,0.19,0.18,24298,314,77.38,52.67,2020-08-05 14:49:00,2020-08-05 21:25:16,13.670000076293945,15.1899995803833,14.359999656677246,14.5600004196167
1,FCX,14.11,Call,16.0,2020-08-21 00:00:00,16,0.11,0.12,0.13,0.12,14212,4613,3.08,54.77,2020-08-05 14:33:00,2020-08-05 21:25:16,13.670000076293945,15.1899995803833,14.359999656677246,14.5600004196167
2,FCX,14.11,Put,14.0,2020-08-21 00:00:00,16,0.55,0.56,0.57,0.57,2618,1029,2.54,53.44,2020-08-05 14:46:00,2020-08-05 21:25:16,13.670000076293945,15.1899995803833,14.359999656677246,14.5600004196167
3,GPN,176.08,Put,160.0,2020-08-21 00:00:00,16,0.8,0.9,1.0,0.95,8009,143,56.01,39.77,2020-08-05 14:01:00,2020-08-05 21:25:16,167.02000427246094,177.5,167.75999450683594,176.5
4,TJX,53.27,Put,52.0,2020-08-21 00:00:00,16,1.4,1.48,1.55,1.6,3186,109,29.23,49.89,2020-08-05 14:08:00,2020-08-05 21:25:16,51.529998779296875,59.540000915527344,51.68000030517578,53.40999984741211
5,SQ,148.3,Call,180.0,2020-08-21 00:00:00,16,1.13,1.15,1.18,1.16,9079,430,21.11,74.1,2020-08-05 14:44:00,2020-08-05 21:25:16,135.02999877929688,159.47000122070312,155.10000610351562,154.0
6,SQ,148.3,Put,140.0,2020-08-21 00:00:00,16,3.55,3.65,3.75,3.55,2162,280,7.72,54.62,2020-08-05 14:41:00,2020-08-05 21:25:16,135.02999877929688,159.47000122070312,155.10000610351562,154.0
7,SQ,148.3,Put,145.0,2020-08-21 00:00:00,16,5.6,5.65,5.7,5.7,840,142,5.92,55.48,2020-08-05 14:44:00,2020-08-05 21:25:16,135.02999877929688,159.47000122070312,155.10000610351562,154.0
8,SQ,148.3,Call,170.0,2020-08-21 00:00:00,16,1.77,1.8,1.83,1.93,1724,423,4.08,66.2,2020-08-05 14:54:00,2020-08-05 21:25:16,135.02999877929688,159.47000122070312,155.10000610351562,154.0
9,SQ,148.3,Call,175.0,2020-08-21 00:00:00,16,1.37,1.39,1.41,1.46,930,318,2.92,68.54,2020-08-05 14:55:00,2020-08-05 21:25:16,135.02999877929688,159.47000122070312,155.10000610351562,154.0
10,SQ,148.3,Call,200.0,2020-08-21 00:00:00,16,0.59,0.62,0.64,0.61,708,282,2.51,85.26,2020-08-05 14:45:00,2020-08-05 21:25:16,135.02999877929688,159.47000122070312,155.10000610351562,154.0
11,SQ,148.3,Call,160.0,2020-08-21 00:00:00,16,3.25,3.3,3.35,3.3,4537,1833,2.48,59.87,2020-08-05 14:58:00,2020-08-05 21:25:16,135.02999877929688,159.47000122070312,155.10000610351562,154.0
12,SQ,148.49,Call,155.0,2020-08-21 00:00:00,16,4.5,4.58,4.65,4.65,2931,1252,2.34,58.65,2020-08-05 14:58:00,2020-08-05 21:25:16,135.02999877929688,159.47000122070312,155.10000610351562,154.0
13,SQ,148.49,Call,150.0,2020-08-21 00:00:00,16,6.4,6.48,6.55,6.4,4206,2999,1.4,57.07,2020-08-05 15:12:00,2020-08-05 21:25:16,135.02999877929688,159.47000122070312,155.10000610351562,154.0
14,SWN,2.92,Put,3.0,2020-08-21 00:00:00,16,0.21,0.22,0.23,0.21,6183,297,20.82,67.98,2020-08-05 13:12:00,2020-08-05 21:25:16,2.640000104904175,3.25,2.6600000858306885,2.9000000953674316
15,ELY,19.92,Put,18.0,2020-08-21 00:00:00,16,0.6,0.68,0.75,0.65,2522,133,18.96,88.85,2020-08-05 14:49:00,2020-08-05 21:25:16,17.68000030517578,20.31999969482422,18.690000534057617,19.649999618530273
16,ELY,19.92,Put,20.0,2020-08-21 00:00:00,16,1.35,1.45,1.55,1.35,653,153,4.27,78.41,2020-08-05 14:40:00,2020-08-05 21:25:16,17.68000030517578,20.31999969482422,18.690000534057617,19.649999618530273
17,GSX,109.67,Put,105.0,2020-08-21 00:00:00,16,8.0,8.2,8.4,8.2,3253,201,16.18,117.5,2020-08-05 14:34:00,2020-08-05 21:25:16,84.11000061035156,141.77999877929688,90.26000213623047,131.27000427246094
18,GSX,109.67,Call,110.0,2020-08-21 00:00:00,16,9.8,9.95,10.1,10.0,2835,775,3.66,109.03,2020-08-05 14:51:00,2020-08-05 21:25:16,84.11000061035156,141.77999877929688,90.26000213623047,131.27000427246094
19,GSX,109.98,Put,90.0,2020-08-21 00:00:00,16,3.5,3.65,3.8,3.52,1127,849,1.33,128.34,2020-08-05 15:03:00,2020-08-05 21:25:16,84.11000061035156,141.77999877929688,90.26000213623047,131.27000427246094
20,JACK,83.35,Put,75.0,2020-08-21 00:00:00,16,0.5,0.95,1.4,1.15,2455,180,13.64,61.12,2020-08-05 14:38:00,2020-08-05 21:25:16,77.56999969482422,87.87000274658203,80.73999786376953,82.51000213623047
21,IQ,22.69,Put,21.0,2020-08-21 00:00:00,16,0.54,0.55,0.57,0.56,1904,141,13.5,68.4,2020-08-05 14:56:00,2020-08-05 21:25:16,18.200000762939453,23.045000076293945,19.020000457763672,22.920000076293945
22,TSM,82.0,Call,86.0,2020-08-21 00:00:00,16,1.58,1.61,1.64,1.63,1668,131,12.73,45.86,2020-08-05 14:46:00,2020-08-05 21:25:16,75.9800033569336,82.0999984741211,78.33999633789062,80.5199966430664
23,TSM,82.0,Call,87.0,2020-08-21 00:00:00,16,1.34,1.37,1.4,1.51,1766,145,12.18,48.5,2020-08-05 13:40:00,2020-08-05 21:25:16,75.9800033569336,82.0999984741211,78.33999633789062,80.5199966430664
24,TSM,82.0,Call,88.0,2020-08-21 00:00:00,16,1.1,1.15,1.19,1.18,1499,386,3.88,47.67,2020-08-05 14:52:00,2020-08-05 21:25:16,75.9800033569336,82.0999984741211,78.33999633789062,80.5199966430664
25,TSM,82.0,Call,90.0,2020-08-21 00:00:00,16,0.83,0.86,0.89,0.84,3124,873,3.58,48.56,2020-08-05 14:57:00,2020-08-05 21:25:16,75.9800033569336,82.0999984741211,78.33999633789062,80.5199966430664
26,TSM,81.79,Call,100.0,2020-08-21 00:00:00,16,0.24,0.25,0.25,0.25,726,551,1.32,58.9,2020-08-05 15:01:00,2020-08-05 21:25:16,75.9800033569336,82.0999984741211,78.33999633789062,80.5199966430664
27,LVGO,131.29,Call,160.0,2020-08-21 00:00:00,16,2.9,3.05,3.2,2.95,1484,122,12.16,102.81,2020-08-05 14:45:00,2020-08-05 21:25:16,111.3499984741211,138.2100067138672,137.6300048828125,134.35000610351562
28,LVGO,131.29,Call,150.0,2020-08-21 00:00:00,16,3.9,4.2,4.5,4.35,1975,640,3.09,100.18,2020-08-05 14:51:00,2020-08-05 21:25:16,111.3499984741211,138.2100067138672,137.6300048828125,134.35000610351562
29,MARA,4.17,Call,6.0,2020-08-21 00:00:00,16,0.55,0.6,0.65,0.6,1252,112,11.18,320.58,2020-08-05 14:44:00,2020-08-05 21:25:16,2.4600000381469727,5.25,2.7100000381469727,5.090000152587891
30,MARA,4.17,Call,4.0,2020-08-21 00:00:00,16,1.1,1.13,1.15,1.1,1555,626,2.48,299.54,2020-08-05 14:56:00,2020-08-05 21:25:16,2.4600000381469727,5.25,2.7100000381469727,5.090000152587891
31,BYND,131.43,Put,117.0,2020-08-21 00:00:00,16,1.64,1.68,1.72,1.66,2010,184,10.92,63.17,2020-08-05 14:42:00,2020-08-05 21:25:16,121.35399627685547,136.22999572753906,126.0,132.5800018310547
32,NEM,70.56,Call,72.0,2020-08-21 00:00:00,16,1.94,1.97,2.01,1.77,1005,109,9.22,40.37,2020-08-05 13:43:00,2020-08-05 21:25:16,62.650001525878906,71.33999633789062,65.56999969482422,70.11000061035156
33,MOMO,20.0,Call,21.0,2020-08-21 00:00:00,16,0.76,0.77,0.78,0.75,14292,1674,8.54,69.44,2020-08-05 14:44:00,2020-08-05 21:25:16,19.5,22.045000076293945,20.5,20.479999542236328
34,LULU,339.19,Call,400.0,2020-08-28 00:00:00,23,0.92,0.97,1.01,0.82,860,103,8.35,40.3,2020-08-05 14:34:00,2020-08-05 21:25:16,334.1199951171875,384.04998779296875,377.4800109863281,339.17999267578125
35,NEWR,55.49,Put,50.0,2020-08-21 00:00:00,16,0.8,0.9,1.0,0.91,977,121,8.07,65.13,2020-08-05 14:39:00,2020-08-05 21:25:16,52.130001068115234,60.68000030517578,60.119998931884766,55.15999984741211
36,GME,4.55,Call,5.5,2020-08-28 00:00:00,23,0.22,0.25,0.28,0.25,1411,176,8.02,118.92,2020-08-05 13:54:00,2020-08-05 21:25:16,4.059999942779541,5.599999904632568,5.389999866485596,4.429999828338623
37,V,196.22,Call,202.5,2020-08-21 00:00:00,16,1.5,1.52,1.54,1.6,23159,3011,7.69,23.84,2020-08-05 14:47:00,2020-08-05 21:25:16,194.7899932861328,205.13999938964844,204.1300048828125,198.77000427246094
38,THC,29.16,Call,29.0,2020-08-21 00:00:00,16,1.45,1.65,1.85,1.6,1050,140,7.5,62.93,2020-08-05 14:45:00,2020-08-05 21:25:16,27.010000228881836,30.540000915527344,27.170000076293945,29.360000610351562
39,FCX,14.11,Put,13.5,2020-08-28 00:00:00,23,0.45,0.46,0.48,0.5,2072,293,7.07,55.82,2020-08-05 13:13:00,2020-08-05 21:25:16,13.670000076293945,15.699999809265137,15.649999618530273,14.5600004196167
40,FCX,14.09,Call,16.0,2020-08-28 00:00:00,23,0.14,0.16,0.18,0.16,634,306,2.07,50.97,2020-08-05 13:39:00,2020-08-05 21:25:16,13.670000076293945,15.699999809265137,15.649999618530273,14.5600004196167
41,GILD,69.36,Call,70.5,2020-08-21 00:00:00,16,1.01,1.04,1.06,1.04,1496,223,6.71,26.68,2020-08-05 14:03:00,2020-08-05 21:25:16,65.41000366210938,69.75,66.5,68.80999755859375
42,GTT,5.86,Put,5.0,2020-08-21 00:00:00,16,0.4,0.55,0.7,0.63,2546,380,6.7,231.0,2020-08-05 14:48:00,2020-08-05 21:25:16,3.940000057220459,6.130000114440918,4.429999828338623,5.760000228881836
43,WDC,44.22,Put,46.5,2020-08-21 00:00:00,16,3.75,3.83,3.9,3.6,1097,182,6.03,61.79,2020-08-05 13:42:00,2020-08-05 21:25:16,33.529998779296875,39.209999084472656,33.709999084472656,37.29999923706055
44,WDC,44.22,Call,46.0,2020-08-21 00:00:00,16,1.71,1.76,1.8,1.76,1623,367,4.42,66.85,2020-08-05 14:29:00,2020-08-05 21:25:16,33.529998779296875,39.209999084472656,33.709999084472656,37.29999923706055
45,VIPS,23.59,Call,25.0,2020-08-21 00:00:00,16,0.9,0.95,1.0,0.95,3710,641,5.79,76.47,2020-08-05 14:35:00,2020-08-05 21:25:16,17.90999984741211,24.459999084472656,18.049999237060547,23.889999389648438
46,DOYU,15.55,Call,20.0,2020-08-21 00:00:00,16,0.4,0.43,0.45,0.42,1168,207,5.64,125.79,2020-08-05 14:24:00,2020-08-05 21:25:16,13.805000305175781,16.209999084472656,14.699999809265137,15.920000076293945
47,VRRM,10.99,Put,10.0,2020-08-21 00:00:00,16,0.3,0.35,0.4,0.35,866,155,5.59,85.08,2020-08-05 14:21:00,2020-08-05 21:25:16,10.449999809265137,11.949999809265137,10.5600004196167,11.140000343322754
48,ALRM,62.06,Call,70.0,2020-08-21 00:00:00,16,0.85,1.0,1.15,1.0,658,118,5.58,66.94,2020-08-05 14:55:00,2020-08-05 21:25:16,56.15999984741211,64.0,58.77000045776367,60.189998626708984
49,DIS,128.28,Call,120.0,2020-08-28 00:00:00,23,8.95,9.05,9.15,9.0,2881,520,5.54,27.97,2020-08-05 14:48:00,2020-08-05 21:25:16,125.61000061035156,136.8000030517578,135.5399932861328,130.82000732421875
50,DIS,128.28,Call,135.0,2020-08-28 00:00:00,23,1.14,1.18,1.22,1.18,868,188,4.62,27.38,2020-08-05 14:49:00,2020-08-05 21:25:16,125.61000061035156,136.8000030517578,135.5399932861328,130.82000732421875
51,DIS,128.28,Put,120.0,2020-08-28 00:00:00,23,0.95,0.99,1.03,0.98,537,166,3.23,30.04,2020-08-05 14:37:00,2020-08-05 21:25:16,125.61000061035156,136.8000030517578,135.5399932861328,130.82000732421875
52,DIS,128.28,Call,130.0,2020-08-28 00:00:00,23,2.56,2.65,2.74,2.7,1376,563,2.44,27.32,2020-08-05 14:36:00,2020-08-05 21:25:16,125.61000061035156,136.8000030517578,135.5399932861328,130.82000732421875
53,DIS,127.76,Call,140.0,2020-08-28 00:00:00,23,0.49,0.52,0.55,0.51,683,345,1.98,29.12,2020-08-05 14:50:00,2020-08-05 21:25:16,125.61000061035156,136.8000030517578,135.5399932861328,130.82000732421875
54,ZAGG,3.85,Call,4.0,2020-08-21 00:00:00,16,0.2,0.25,0.3,0.2,2093,389,5.38,81.72,2020-08-05 14:48:00,2020-08-05 21:25:16,3.200000047683716,4.130000114440918,3.5,3.240000009536743
55,ZAGG,3.85,Call,5.0,2020-08-21 00:00:00,16,0.1,0.13,0.15,0.12,721,256,2.82,135.57,2020-08-05 14:48:00,2020-08-05 21:25:16,3.200000047683716,4.130000114440918,3.5,3.240000009536743
56,CRON,6.89,Put,6.5,2020-08-21 00:00:00,16,0.32,0.33,0.34,0.32,2168,406,5.34,88.13,2020-08-05 14:44:00,2020-08-05 21:25:16,5.260000228881836,6.659999847412109,5.309999942779541,5.869999885559082
57,BMY,59.76,Call,59.0,2020-08-21 00:00:00,16,2.59,2.62,2.65,2.6,3167,603,5.25,44.14,2020-08-05 14:34:00,2020-08-05 21:25:16,60.41999816894531,64.2699966430664,62.189998626708984,61.33000183105469
58,BMY,59.76,Call,58.0,2020-08-21 00:00:00,16,3.25,3.3,3.35,3.15,2134,525,4.06,42.35,2020-08-05 13:19:00,2020-08-05 21:25:16,60.41999816894531,64.2699966430664,62.189998626708984,61.33000183105469
59,TDOC,208.0,Call,215.0,2020-08-21 00:00:00,16,9.8,10.1,10.4,10.1,515,101,5.1,75.43,2020-08-05 14:40:00,2020-08-05 21:25:16,181.7519989013672,219.8090057373047,218.41000366210938,212.5
60,TDOC,206.55,Put,180.0,2020-08-21 00:00:00,16,2.85,3.03,3.2,3.0,629,365,1.72,74.43,2020-08-05 14:54:00,2020-08-05 21:25:16,181.7519989013672,219.8090057373047,218.41000366210938,212.5
61,SQ,148.3,Call,155.0,2020-08-28 00:00:00,23,5.8,5.93,6.05,5.5,529,105,5.04,58.42,2020-08-05 14:37:00,2020-08-05 21:25:16,135.02999877929688,161.5399932861328,155.92999267578125,154.0
62,ADBE,451.86,Put,432.5,2020-08-21 00:00:00,16,4.4,4.5,4.6,4.55,653,131,4.98,33.33,2020-08-05 14:15:00,2020-08-05 21:25:16,431.5899963378906,479.79998779296875,473.2200012207031,464.1099853515625
63,VAPO,30.92,Call,40.0,2020-08-21 00:00:00,16,1.0,1.08,1.15,0.94,1032,212,4.87,134.74,2020-08-05 14:47:00,2020-08-05 21:25:16,28.280000686645508,34.470001220703125,29.479999542236328,32.560001373291016
64,PYPL,203.51,Put,192.5,2020-08-21 00:00:00,16,1.75,1.77,1.79,1.78,1136,237,4.79,35.15,2020-08-05 14:46:00,2020-08-05 21:25:16,186.52000427246094,204.16000366210938,196.7899932861328,204.08999633789062
65,C,51.19,Call,51.0,2020-08-21 00:00:00,16,1.6,1.62,1.64,1.5,4591,979,4.69,32.81,2020-08-05 14:06:00,2020-08-05 21:25:16,49.15999984741211,55.029998779296875,49.29999923706055,50.88999938964844
66,TGT,129.32,Call,129.0,2020-08-21 00:00:00,16,4.0,4.08,4.15,4.13,685,155,4.42,36.43,2020-08-05 14:44:00,2020-08-05 21:25:16,128.1300048828125,156.10000610351562,153.6300048828125,129.00999450683594
67,SHOP,1096.45,Put,980.0,2020-08-21 00:00:00,16,9.2,9.9,10.6,9.5,534,121,4.41,55.39,2020-08-05 14:53:00,2020-08-05 21:25:16,964.739990234375,1099.7099609375,1021.1199951171875,1088.1300048828125
68,DIS,128.28,Put,126.0,2020-08-21 00:00:00,16,2.08,2.11,2.14,2.04,751,171,4.39,28.28,2020-08-05 14:47:00,2020-08-05 21:25:16,125.61000061035156,133.0,127.44000244140625,130.82000732421875
69,DIS,128.28,Call,131.0,2020-08-21 00:00:00,16,1.63,1.66,1.69,1.75,1832,558,3.28,27.3,2020-08-05 14:35:00,2020-08-05 21:25:16,125.61000061035156,133.0,127.44000244140625,130.82000732421875
70,DIS,127.76,Put,125.0,2020-08-21 00:00:00,16,1.69,1.71,1.72,1.72,2868,1355,2.12,27.86,2020-08-05 15:03:00,2020-08-05 21:25:16,125.61000061035156,133.0,127.44000244140625,130.82000732421875
71,DIS,127.76,Call,130.0,2020-08-21 00:00:00,16,1.98,2.01,2.04,1.98,17308,9184,1.88,27.09,2020-08-05 15:04:00,2020-08-05 21:25:16,125.61000061035156,133.0,127.44000244140625,130.82000732421875
72,DIS,127.76,Call,140.0,2020-08-21 00:00:00,16,0.32,0.33,0.34,0.33,6943,4887,1.42,31.18,2020-08-05 15:02:00,2020-08-05 21:25:16,125.61000061035156,133.0,127.44000244140625,130.82000732421875
73,DIS,127.76,Call,135.0,2020-08-21 00:00:00,16,0.74,0.76,0.77,0.74,9191,6861,1.34,27.99,2020-08-05 15:02:00,2020-08-05 21:25:16,125.61000061035156,133.0,127.44000244140625,130.82000732421875
74,DIS,127.76,Call,128.0,2020-08-21 00:00:00,16,2.87,2.9,2.93,2.87,1510,1138,1.33,27.4,2020-08-05 15:03:00,2020-08-05 21:25:16,125.61000061035156,133.0,127.44000244140625,130.82000732421875
75,UN,60.13,Call,50.0,2020-08-21 00:00:00,16,7.9,10.2,12.5,11.0,1760,405,4.35,88.41,2020-08-05 14:06:00,2020-08-05 21:25:16,57.310001373291016,59.279998779296875,58.119998931884766,58.970001220703125
76,UN,60.13,Call,52.5,2020-08-21 00:00:00,16,5.5,7.75,10.0,7.4,1984,488,4.07,0.0,2020-08-05 14:06:00,2020-08-05 21:25:16,57.310001373291016,59.279998779296875,58.119998931884766,58.970001220703125
77,UN,60.13,Call,47.5,2020-08-21 00:00:00,16,10.5,12.75,15.0,13.4,665,231,2.88,102.8,2020-08-05 14:06:00,2020-08-05 21:25:16,57.310001373291016,59.279998779296875,58.119998931884766,58.970001220703125
78,UN,60.08,Call,55.0,2020-08-21 00:00:00,16,4.3,5.6,6.9,5.5,5887,4103,1.43,41.26,2020-08-05 14:06:00,2020-08-05 21:25:16,57.310001373291016,59.279998779296875,58.119998931884766,58.970001220703125
79,KR,35.02,Call,35.0,2020-08-28 00:00:00,23,0.8,0.83,0.86,0.89,2457,577,4.26,24.73,2020-08-05 14:24:00,2020-08-05 21:25:16,34.150001525878906,36.88999938964844,35.29999923706055,35.029998779296875
80,CNXM,9.55,Call,5.0,2020-08-21 00:00:00,16,3.4,4.3,5.2,4.8,660,166,3.98,282.4,2020-08-05 14:09:00,2020-08-05 21:25:16,8.970000267028809,10.710000038146973,9.75,9.15999984741211
81,HRC,95.45,Call,100.0,2020-08-21 00:00:00,16,0.75,0.93,1.1,1.0,1044,271,3.85,32.61,2020-08-05 14:49:00,2020-08-05 21:25:16,91.27999877929688,97.87999725341797,94.6500015258789,96.44999694824219
82,JNJ,148.38,Call,155.0,2020-08-28 00:00:00,23,0.85,0.91,0.97,0.9,667,176,3.79,20.6,2020-08-05 14:49:00,2020-08-05 21:25:16,146.3699951171875,153.6999969482422,153.63999938964844,147.5500030517578
83,SPCE,19.99,Put,21.5,2020-08-21 00:00:00,16,2.4,2.43,2.45,2.43,895,239,3.74,95.87,2020-08-05 14:52:00,2020-08-05 21:25:16,16.770000457763672,20.0,16.8700008392334,19.34000015258789
84,JD,65.82,Call,66.0,2020-08-28 00:00:00,23,3.4,3.45,3.5,3.5,532,143,3.72,54.7,2020-08-05 14:54:00,2020-08-05 21:25:16,59.900001525878906,81.44999694824219,79.95999908447266,64.91000366210938
85,CEQP,16.8,Call,10.0,2020-08-21 00:00:00,16,6.8,6.95,7.1,6.9,1710,467,3.66,45.04,2020-08-05 14:20:00,2020-08-05 21:25:16,13.649999618530273,15.960000038146973,13.989999771118164,14.739999771118164
86,CEQP,16.8,Call,12.5,2020-08-21 00:00:00,16,4.4,4.55,4.7,4.15,1620,480,3.38,27.95,2020-08-05 14:46:00,2020-08-05 21:25:16,13.649999618530273,15.960000038146973,13.989999771118164,14.739999771118164
87,TMO,419.83,Put,420.0,2020-08-21 00:00:00,16,8.4,8.6,8.8,8.4,505,150,3.37,23.61,2020-08-05 11:31:00,2020-08-05 21:25:16,401.2200012207031,429.9200134277344,428.57000732421875,415.7300109863281
88,ATVI,84.08,Put,82.5,2020-08-21 00:00:00,16,1.64,1.66,1.68,1.64,1121,335,3.35,33.88,2020-08-05 14:46:00,2020-08-05 21:25:16,78.69999694824219,87.7300033569336,83.20999908447266,86.83999633789062
89,GH,85.18,Put,70.0,2020-08-21 00:00:00,16,0.15,0.7,1.25,1.2,800,254,3.15,91.42,2020-08-05 14:47:00,2020-08-05 21:25:16,77.69000244140625,94.75,93.61000061035156,82.75
90,BILL,100.93,Call,110.0,2020-08-21 00:00:00,16,2.85,3.08,3.3,3.1,518,165,3.14,72.79,2020-08-05 14:29:00,2020-08-05 21:25:16,83.12100219726562,102.94000244140625,96.70999908447266,101.1500015258789
91,RIO,64.71,Call,60.0,2020-08-21 00:00:00,16,4.6,4.8,5.0,4.8,9628,3077,3.13,4.11,2020-08-05 14:54:00,2020-08-05 21:25:16,60.439998626708984,63.7599983215332,62.15999984741211,62.459999084472656
92,RIO,64.71,Call,57.5,2020-08-21 00:00:00,16,7.1,7.3,7.5,7.3,3003,1066,2.82,15.4,2020-08-05 14:54:00,2020-08-05 21:25:16,60.439998626708984,63.7599983215332,62.15999984741211,62.459999084472656
93,SRNE,13.18,Put,14.0,2020-08-21 00:00:00,16,2.5,2.6,2.7,2.7,607,198,3.07,209.19,2020-08-05 14:57:00,2020-08-05 21:25:16,9.930000305175781,19.389999389648438,10.039999961853027,13.609999656677246
94,SRNE,13.18,Call,14.0,2020-08-21 00:00:00,16,2.1,2.2,2.3,2.19,4813,1719,2.8,220.26,2020-08-05 14:58:00,2020-08-05 21:25:16,9.930000305175781,19.389999389648438,10.039999961853027,13.609999656677246
95,SRNE,13.18,Put,13.0,2020-08-21 00:00:00,16,2.0,2.1,2.2,1.92,1334,512,2.61,191.95,2020-08-05 14:57:00,2020-08-05 21:25:16,9.930000305175781,19.389999389648438,10.039999961853027,13.609999656677246
96,SRNE,13.41,Call,13.0,2020-08-21 00:00:00,16,2.55,2.63,2.7,2.6,4460,2468,1.81,221.14,2020-08-05 14:58:00,2020-08-05 21:25:16,9.930000305175781,19.389999389648438,10.039999961853027,13.609999656677246
97,SRNE,13.41,Put,11.0,2020-08-21 00:00:00,16,0.95,1.0,1.05,1.03,1152,843,1.37,202.46,2020-08-05 15:08:00,2020-08-05 21:25:16,9.930000305175781,19.389999389648438,10.039999961853027,13.609999656677246
98,HZNP,74.75,Call,75.0,2020-08-21 00:00:00,16,3.2,3.35,3.5,3.05,522,174,3.0,43.78,2020-08-05 14:47:00,2020-08-05 21:25:16,69.19999694824219,78.93000030517578,75.3499984741211,72.22000122070312
99,BA,172.03,Call,177.5,2020-08-21 00:00:00,16,6.0,6.13,6.25,6.15,1136,380,2.99,56.78,2020-08-05 14:56:00,2020-08-05 21:25:16,165.86000061035156,189.97000122070312,167.5,172.1999969482422
100,BA,172.03,Put,167.5,2020-08-21 00:00:00,16,5.4,5.53,5.65,5.75,677,259,2.61,57.19,2020-08-05 14:43:00,2020-08-05 21:25:16,165.86000061035156,189.97000122070312,167.5,172.1999969482422
101,ETSY,134.57,Put,95.0,2020-08-21 00:00:00,16,0.33,0.39,0.45,0.45,779,268,2.91,99.14,2020-08-05 13:41:00,2020-08-05 21:25:16,121.80000305175781,141.41000366210938,130.3699951171875,130.66000366210938
102,BAC,25.4,Put,23.5,2020-08-28 00:00:00,23,0.24,0.25,0.26,0.25,3797,1313,2.89,37.02,2020-08-05 14:16:00,2020-08-05 21:25:16,24.899999618530273,27.75,26.299999237060547,25.469999313354492
103,BAC,25.42,Put,23.0,2020-08-28 00:00:00,23,0.18,0.19,0.19,0.18,3890,1803,2.16,38.47,2020-08-05 13:42:00,2020-08-05 21:25:16,24.899999618530273,27.75,26.299999237060547,25.469999313354492
104,BAC,25.42,Put,25.0,2020-08-28 00:00:00,23,0.65,0.66,0.67,0.66,580,280,2.07,33.99,2020-08-05 14:36:00,2020-08-05 21:25:16,24.899999618530273,27.75,26.299999237060547,25.469999313354492
105,RIOT,3.99,Call,5.0,2020-08-21 00:00:00,16,0.5,0.55,0.6,0.55,2870,1022,2.81,267.36,2020-08-05 14:53:00,2020-08-05 21:25:16,3.049999952316284,4.579999923706055,3.990000009536743,4.25
106,MRK,81.72,Call,81.5,2020-08-21 00:00:00,16,1.69,1.71,1.73,1.69,792,287,2.76,22.67,2020-08-05 14:59:00,2020-08-05 21:25:16,80.02999877929688,85.70999908447266,84.9800033569336,81.05000305175781
107,SBUX,75.76,Call,60.0,2020-08-21 00:00:00,16,15.65,15.75,15.85,15.65,1308,476,2.75,0.0,2020-08-05 14:06:00,2020-08-05 21:25:16,74.94000244140625,79.9800033569336,77.06999969482422,75.66000366210938
108,SBUX,75.76,Call,65.0,2020-08-21 00:00:00,16,10.7,10.77,10.85,10.65,520,213,2.44,17.67,2020-08-05 14:06:00,2020-08-05 21:25:16,74.94000244140625,79.9800033569336,77.06999969482422,75.66000366210938
109,SBUX,75.78,Call,65.0,2020-08-21 00:00:00,16,10.7,10.77,10.85,10.65,520,213,2.44,17.67,2020-08-05 14:06:00,2020-08-05 21:25:16,74.94000244140625,79.9800033569336,77.06999969482422,75.66000366210938
110,SBUX,75.78,Call,62.5,2020-08-21 00:00:00,16,13.15,13.35,13.55,13.2,2602,1080,2.41,6.22,2020-08-05 14:06:00,2020-08-05 21:25:16,74.94000244140625,79.9800033569336,77.06999969482422,75.66000366210938
111,ENLC,2.92,Call,4.0,2020-08-21 00:00:00,16,0.05,0.08,0.1,0.1,761,279,2.73,156.52,2020-08-05 14:36:00,2020-08-05 21:25:16,2.8299999237060547,3.2799999713897705,3.049999952316284,3.0399999618530273
112,ENLC,2.94,Call,3.0,2020-08-21 00:00:00,16,0.2,0.25,0.3,0.3,1131,824,1.37,130.69,2020-08-05 15:05:00,2020-08-05 21:25:16,2.8299999237060547,3.2799999713897705,3.049999952316284,3.0399999618530273
113,GOLD,29.84,Put,26.5,2020-08-21 00:00:00,16,0.24,0.26,0.27,0.26,1491,549,2.72,55.6,2020-08-05 14:00:00,2020-08-05 21:25:16,25.8700008392334,31.219999313354492,29.309999465942383,29.5
114,GOLD,29.84,Put,27.5,2020-08-21 00:00:00,16,0.41,0.43,0.44,0.45,622,308,2.02,54.46,2020-08-05 13:16:00,2020-08-05 21:25:16,25.8700008392334,31.219999313354492,29.309999465942383,29.5
115,DAL,26.01,Call,28.0,2020-08-21 00:00:00,16,0.8,0.81,0.81,0.81,17936,6871,2.61,68.69,2020-08-05 15:03:00,2020-08-05 21:25:16,26.1299991607666,30.81999969482422,27.270000457763672,27.079999923706055
116,PBI,5.18,Put,5.0,2020-08-21 00:00:00,16,0.4,0.43,0.45,0.45,1654,644,2.57,125.63,2020-08-05 14:26:00,2020-08-05 21:25:16,5.179999828338623,7.159999847412109,5.960000038146973,5.610000133514404
